area_fips,own_code,industry_code,agglvl_code,size_code,avg_annual_pay,naics2,naics6,finance_and_insurance
US000,5,512,15,0,96259,FALSE,FALSE,FALSE
US000,5,5121,16,0,95781,FALSE,FALSE,FALSE
US000,5,51211,17,0,118053,FALSE,FALSE,FALSE
US000,5,512110,18,0,118053,FALSE,TRUE,FALSE
US000,5,51212,17,0,152116,FALSE,FALSE,FALSE
US000,5,512120,18,0,152116,FALSE,TRUE,FALSE
US000,5,51213,17,0,17999,FALSE,FALSE,FALSE
US000,5,512131,18,0,18110,FALSE,TRUE,FALSE
US000,5,512132,18,0,13629,FALSE,TRUE,FALSE
US000,5,51219,17,0,102638,FALSE,FALSE,FALSE
US000,5,512191,18,0,106264,FALSE,TRUE,FALSE
US000,5,512199,18,0,82038,FALSE,TRUE,FALSE
US000,5,5122,16,0,105231,FALSE,FALSE,FALSE
US000,5,51223,17,0,106380,FALSE,FALSE,FALSE
