airline,overall,traveller_type,cabin,route,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money
United Airlines,1,Business,Economy Class,San Diego to Chicago,3,2,2,2,1,2
United Airlines,1,Family Leisure,Economy Class,Amsterdam Schipol to Chicago Oâ€™hare,1,1,1,1,2,1
United Airlines,1,Couple Leisure,Economy Class,Honolulu to Albuquerque,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to Dublin,2,2,1,1,1,1
United Airlines,8,Solo Leisure,Economy Class,Sydney to Jacksonville via Houston,4,5,4,4,5,5
United Airlines,1,Couple Leisure,Economy Class,San Francisco to Portland,1,2,1,1,1,1
United Airlines,2,Family Leisure,Economy Class,Cabo San Lucas to La Guardia via Houston,1,1,1,3,1,1
United Airlines,2,Couple Leisure,Economy Class,Portland to San Francisco,2,4,2,4,2,1
United Airlines,3,Business,Economy Class,Houston to Orange County,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Cincinnati to San Antonio via Chicago,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Raleigh to Chicago,1,1,1,1,1,1
United Airlines,3,Solo Leisure,First Class,Fort Lauderdale to Newark,4,4,1,3,4,1
United Airlines,9,Family Leisure,Economy Class,Las Vegas to Baltimore Washington,3,5,5,5,5,4
United Airlines,1,Solo Leisure,Economy Class,Frankfurt to Greenville SC via Washington Dulles,1,1,1,1,1,1
United Airlines,3,Solo Leisure,Economy Class,Denver to Tokyo,3,3,2,2,1,3
United Airlines,1,Business,Economy Class,Washington to Columbia,1,2,1,1,1,1
United Airlines,10,Family Leisure,Economy Class,Newark to Fort Myers,5,5,5,5,5,5
United Airlines,1,Solo Leisure,Economy Class,New Orleans to Rochester,3,1,2,1,1,1
United Airlines,3,Couple Leisure,Economy Class,New York to San Francisco,2,4,1,3,1,3
United Airlines,1,Family Leisure,Economy Class,Norfolk to Vail,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Williston to Brisbane,1,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,Austin to Chicago,3,2,1,3,1,1
United Airlines,1,Couple Leisure,Economy Class,Austin to Washington,4,5,4,4,1,4
United Airlines,1,Family Leisure,Economy Class,Houston to Los Angeles,1,2,1,1,2,2
United Airlines,1,Couple Leisure,Economy Class,Houston to Cancun,1,1,1,1,1,1
United Airlines,10,Solo Leisure,Premium Economy,Houston to New York,4,5,4,4,4,5
United Airlines,1,Family Leisure,Economy Class,Buffalo to Knoxville,2,3,2,1,3,1
United Airlines,9,Family Leisure,Economy Class,Manchesterâ€“Boston to Palm Beach via Newark,4,5,3,4,4,4
United Airlines,7,Couple Leisure,Economy Class,Washington to Denver,3,4,3,3,5,4
United Airlines,1,Solo Leisure,Economy Class,Newark to Ft Lauderdale,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Memphis to Houston,1,1,1,1,1,1
United Airlines,1,Business,First Class,Phoenix to St George,2,4,1,1,1,1
United Airlines,1,Business,Economy Class,Denver to Portland,3,2,2,3,1,1
United Airlines,1,Business,Premium Economy,Denver to Chicago,1,2,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Tampa to Green Bay via Chicago,1,4,2,3,1,1
United Airlines,1,Family Leisure,Economy Class,Charlotte to Washington,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to Denver,2,2,1,1,1,1
United Airlines,1,Solo Leisure,Premium Economy,Newark to Cleveland,3,4,3,3,1,1
United Airlines,1,Business,Economy Class,Hong Kong to Orlando via Chicago,1,1,1,1,1,1
United Airlines,2,Couple Leisure,Economy Class,Los Angeles to Denver,1,3,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Cancun to San Francisco,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Dulles to Plattsburgh,1,1,1,1,1,1
United Airlines,8,Solo Leisure,Business Class,Sydney to Houston,4,4,4,5,5,4
United Airlines,1,Couple Leisure,Economy Class,Las Vegas to Rochester via Washington DC,1,2,1,1,1,2
United Airlines,1,Solo Leisure,Economy Class,Chicago to Kansas city,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Oklahoma City to Washington,3,1,1,1,1,3
United Airlines,1,Family Leisure,Economy Class,London Heathrow to Denver International,2,1,2,1,1,2
United Airlines,1,Business,Economy Class,Kuna to Los Angeles,1,1,1,1,1,1
United Airlines,10,Couple Leisure,Economy Class,London to Newark,5,5,4,5,5,5
United Airlines,1,Solo Leisure,Economy Class,Denver to Honolulu,1,1,1,1,1,1
United Airlines,10,Family Leisure,Economy Class,Phoenix to Rochester,5,5,3,3,5,4
United Airlines,1,Solo Leisure,Economy Class,Houston to Rampa,3,5,4,4,3,1
United Airlines,1,Couple Leisure,Economy Class,Philadelphia to Rapid City via Denver,4,4,3,1,1,1
United Airlines,1,Couple Leisure,Economy Class,New Orleans to Chicago,1,1,1,1,1,1
United Airlines,5,Business,Economy Class,Tokyo to Denver,2,3,3,4,4,3
United Airlines,2,Solo Leisure,Economy Class,San Francisco to Buffalo via Chicago,3,3,2,2,1,1
United Airlines,2,Business,Economy Class,Buffalo to London via Washington,1,1,1,2,2,2
United Airlines,9,Solo Leisure,First Class,"Orlando to Washington, D.C.",5,5,4,3,5,5
United Airlines,1,Business,Business Class,Dulles to Paris,2,3,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Toronto to Houston,1,1,2,3,1,2
United Airlines,3,Couple Leisure,First Class,Chicago to Punta Cana,3,1,2,3,3,2
United Airlines,1,Business,First Class,Miami to San Francisco,3,3,5,1,3,1
United Airlines,1,Couple Leisure,Economy Class,Denver to Chicago via Detroit,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Madison to Newark via Chicago,2,2,1,2,1,1
United Airlines,6,Family Leisure,Economy Class,Sydney to Newark via Houston,2,3,3,3,3,3
United Airlines,1,Solo Leisure,Economy Class,Las Vegas to Harrisburg,2,3,2,1,1,1
United Airlines,1,Business,Economy Class,Miami to Zurich,2,2,2,2,1,1
United Airlines,1,Family Leisure,Economy Class,Nashville to Houston,1,1,1,1,1,1
United Airlines,10,Solo Leisure,Business Class,Washington to Tokyo,5,5,5,5,5,5
United Airlines,1,Family Leisure,Economy Class,Los Angeles to London via New York,1,1,1,1,1,2
United Airlines,1,Solo Leisure,Economy Class,Tampa to Bakersfield via Denver,1,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,New York to Houston,1,2,2,3,1,1
United Airlines,3,Family Leisure,Economy Class,Chicago to San Francisco,3,4,1,1,1,2
United Airlines,1,Couple Leisure,Economy Class,Madison to Chicago,1,1,1,1,1,1
United Airlines,2,Business,Economy Class,New Orleans to Houston via Seattle,1,2,1,1,3,1
United Airlines,1,Business,Business Class,Newark to Las Vegas,4,1,2,1,1,3
United Airlines,1,Solo Leisure,Economy Class,Washington to Greensboro,1,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,Shanghai to Newark,1,3,1,2,1,1
United Airlines,9,Business,Business Class,Denver to San Francisco,3,5,4,5,3,4
United Airlines,1,Solo Leisure,Economy Class,Chicago to Los Angeles,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Houston to Salt Lake City,3,1,4,1,3,1
United Airlines,1,Solo Leisure,Economy Class,San Diego to San JosÃ© via Houston,3,2,1,2,1,1
United Airlines,5,Family Leisure,Economy Class,Houston to Bogota,1,3,2,1,3,2
United Airlines,10,Solo Leisure,Business Class,Tampa to Zurich via Newark,4,5,4,5,5,4
United Airlines,1,Solo Leisure,Economy Class,Wilkes Berre to Albuquerque via Chicago,1,1,1,1,1,1
United Airlines,9,Family Leisure,Economy Class,Sydney to San Francisco,4,5,4,4,4,5
United Airlines,1,Solo Leisure,Economy Class,Madison to St. Louis via Chicago,1,5,3,2,2,2
United Airlines,1,Couple Leisure,Business Class,Cancun to San Francisco,1,3,3,1,1,1
United Airlines,10,Solo Leisure,Economy Class,Halifax to Newark,5,5,5,5,5,5
United Airlines,1,Business,Economy Class,Missoula to Tampa,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Atlanta to Eagle,1,1,1,1,1,1
United Airlines,2,Couple Leisure,Premium Economy,Sydney to Newark via San Francisco,1,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,Los Angeles to Grand Cayman via Houston,1,3,1,1,1,1
United Airlines,3,Couple Leisure,Economy Class,Chicago to Fort Wayne,1,2,1,1,3,3
United Airlines,1,Couple Leisure,Economy Class,Seattle to Miami via Houston,1,1,1,1,1,1
United Airlines,9,Solo Leisure,Economy Class,Zurich to Tampa via Newark,4,5,3,5,5,5
United Airlines,1,Couple Leisure,Economy Class,Cancun to London via Houston,1,2,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Houston to Puerto Vallarta,1,5,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,LaGuardia to Washington via Orlando,1,1,1,1,1,2
United Airlines,1,Couple Leisure,Economy Class,Newark to Los Angeles,1,1,1,1,1,1
United Airlines,2,Family Leisure,Economy Class,Honolulu to San Francisco,4,1,3,1,4,3
United Airlines,4,Business,Economy Class,Tokyo to Denver,4,4,1,3,4,4
United Airlines,1,Couple Leisure,Economy Class,New Orleans to Washington,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Gillette to Denver via Charlotte,1,2,1,1,5,1
United Airlines,1,Couple Leisure,Economy Class,London to Newark,1,2,2,3,2,1
United Airlines,2,Couple Leisure,Business Class,Houston to Newark,3,3,1,1,3,2
United Airlines,2,Couple Leisure,Business Class,Sydney to New York via Houston,2,2,3,2,4,2
United Airlines,1,Solo Leisure,Economy Class,Nashville to Newark,1,1,1,2,2,1
United Airlines,1,Solo Leisure,Economy Class,Pittsburgh to San Diego via San Francisco,1,1,1,1,1,1
United Airlines,2,Couple Leisure,Economy Class,Burlington to Newark,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Toronto to Oaxaca via Houston,2,4,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Honolulu to Houston,4,1,2,2,1,2
United Airlines,7,Business,Economy Class,Sao Paulo to Houston,4,5,3,3,5,5
United Airlines,3,Couple Leisure,Economy Class,Houston to Minneapolis,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Wiliston to Corpus Christi,2,2,2,3,1,1
United Airlines,1,Solo Leisure,Economy Class,Washington to Hartford,1,1,1,1,1,1
United Airlines,9,Solo Leisure,Economy Class,Newark to ZÃ¼rich,5,5,3,5,4,5
United Airlines,8,Solo Leisure,Business Class,Zurich to Newark,4,5,4,4,4,3
United Airlines,1,Couple Leisure,Economy Class,Calgary to Cancun via Denver,1,2,1,1,1,3
United Airlines,1,Couple Leisure,Economy Class,Dallas Ft Worth to Houston,3,4,4,4,1,3
United Airlines,1,Business,Economy Class,Orange County to Knoxville via Chicago,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Charleston to Newark,1,1,1,1,1,1
United Airlines,8,Solo Leisure,Economy Class,Chicago to Hong Kong,5,5,4,5,4,5
United Airlines,8,Business,Business Class,Singapore to San Francisco,4,4,4,5,4,5
United Airlines,1,Solo Leisure,Economy Class,Chicago to Cedar Rapids,1,1,1,1,1,1
United Airlines,4,Solo Leisure,Economy Class,Lincoln to Philadelphia via Chicago,1,4,3,1,5,2
United Airlines,10,Solo Leisure,Premium Economy,Newark to Bangkok via Tokyo,4,5,4,5,5,5
United Airlines,1,Solo Leisure,Economy Class,Raleigh to Sacramento,1,1,1,1,1,1
United Airlines,8,Couple Leisure,First Class,Dallas to Providence via Chicago,4,4,4,5,4,5
United Airlines,1,Solo Leisure,Economy Class,Ottawa to Chicago,3,1,4,4,1,1
United Airlines,1,Solo Leisure,Economy Class,Buffalo to Los Angeles via Chicago,1,1,1,1,1,1
United Airlines,6,Family Leisure,Economy Class,Houston to Denver,2,3,1,3,3,2
United Airlines,1,Family Leisure,Economy Class,Boise to Denver,1,2,1,2,2,1
United Airlines,1,Couple Leisure,Economy Class,Portland to Houston,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Hartford to Tampa via Washington,1,1,1,1,1,1
United Airlines,3,Solo Leisure,Economy Class,Chicago to Dallas Ft Worth,1,3,1,2,2,2
United Airlines,1,Couple Leisure,Economy Class,Newark to Los Angeles,1,1,1,1,1,1
United Airlines,2,Couple Leisure,Business Class,Mexico City to Chicago,3,5,1,2,5,1
United Airlines,2,Solo Leisure,Economy Class,Newark to London,1,3,3,3,1,1
United Airlines,1,Solo Leisure,Economy Class,Portland to Denver,3,1,1,1,1,1
United Airlines,1,Business,Economy Class,Sioux Falls to Chicago,2,3,2,3,1,1
United Airlines,4,Family Leisure,Economy Class,Raleigh Durham to Kona via Denver,1,4,4,3,4,3
United Airlines,1,Business,Premium Economy,Minneapolis to Chicago,2,2,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Guatemala City to London via Houston,3,3,2,3,1,1
United Airlines,4,Solo Leisure,Economy Class,"Houston, TX to Greenville, SC",4,3,3,2,3,3
United Airlines,2,Solo Leisure,Economy Class,Washington to San Jose via Chicago,2,3,1,1,3,2
United Airlines,1,Couple Leisure,Economy Class,Rochester to Chicago,1,4,2,4,1,1
United Airlines,2,Business,Economy Class,Los Angeles to Cincinnati via San Francisco,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Amarillo to Edmonton via Denver,1,2,1,2,1,1
United Airlines,1,Family Leisure,Economy Class,Cabo San Lucas to Houston,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Los Angeles to Sydney,1,1,1,1,1,1
United Airlines,5,Solo Leisure,Economy Class,London to Auckland via San Francisco,2,4,3,2,3,3
United Airlines,3,Couple Leisure,Business Class,Ft Lauderdale to Las Vegas via Houston,1,4,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Oklahoma City to Indianapolis,2,3,3,1,1,1
United Airlines,7,Solo Leisure,Economy Class,Minneapolis to Hong Kong via Chicago,3,3,4,4,4,4
United Airlines,2,Couple Leisure,Premium Economy,Dublin to Tampa via Newark,1,1,1,1,1,1
United Airlines,10,Solo Leisure,Economy Class,Honolulu to Tokyo Narita,4,5,5,4,5,5
United Airlines,1,Solo Leisure,Economy Class,Delhi to Newark,3,1,1,2,1,1
United Airlines,10,Solo Leisure,Business Class,Milan to Newark,5,5,5,5,5,5
United Airlines,4,Family Leisure,Economy Class,Newark to Amsterdam,1,1,2,1,1,1
United Airlines,10,Solo Leisure,Economy Class,London to Houston,4,5,5,5,5,5
United Airlines,1,Family Leisure,Economy Class,Newark to Detroit,2,2,2,1,1,2
United Airlines,6,Business,Economy Class,Singapore to San Francisco,3,2,1,4,3,3
United Airlines,1,Couple Leisure,Economy Class,Honolulu to San Francisco,1,1,1,1,1,1
United Airlines,3,Couple Leisure,Economy Class,Cancun to Houston,1,4,3,4,1,2
United Airlines,2,Solo Leisure,Economy Class,San Jose to Pittsburgh via Denver,2,1,2,2,1,2
United Airlines,1,Business,Economy Class,Fort Lauderdale to Newark,1,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,Denver to New York,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Tucson to Houston,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Houston to Raleigh Durham,3,4,1,1,1,1
United Airlines,10,Solo Leisure,Economy Class,San Jose to La Guardia via Houston,5,5,2,5,5,5
United Airlines,7,Solo Leisure,Economy Class,Houston to Los Angeles,1,5,2,4,3,3
United Airlines,1,Couple Leisure,Economy Class,Amsterdam to Las Vegas via Washington,2,3,2,1,2,1
United Airlines,2,Couple Leisure,Economy Class,Houston to Sydney,3,3,1,4,2,3
United Airlines,1,Solo Leisure,Economy Class,Charleston to San Francisco via Chicago,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Los Angeles to Buffalo via Chicago,1,1,1,1,1,1
United Airlines,10,Couple Leisure,Economy Class,London to Newark,5,5,5,5,5,5
United Airlines,1,Solo Leisure,Economy Class,Newark to Houston,2,2,1,3,1,1
United Airlines,1,Couple Leisure,Economy Class,Portland to San Francisco via Chicago,3,5,1,1,1,1
United Airlines,6,Couple Leisure,Business Class,Beijing to Chicago,4,2,4,4,3,4
United Airlines,1,Solo Leisure,Economy Class,San Francisco to Honolulu,1,1,1,1,1,1
United Airlines,5,Couple Leisure,First Class,Chicago to Denver,5,5,5,5,1,4
United Airlines,2,Solo Leisure,Economy Class,San Francisco to Phoenix,3,3,1,1,3,2
United Airlines,1,Business,Economy Class,Cancun to Seattle via Houston,1,1,1,1,1,1
United Airlines,6,Business,Business Class,Munich to Washington,1,3,4,4,2,3
United Airlines,1,Couple Leisure,Economy Class,Las Vegas to Los Angeles,1,1,1,1,1,2
United Airlines,1,Business,Economy Class,Albuquerque to Ottawa Canada via Chicago,1,3,1,1,3,1
United Airlines,2,Solo Leisure,Economy Class,Mumbai to Los Angeles via Newark,2,2,2,2,2,2
United Airlines,2,Solo Leisure,Economy Class,San Francisco to Honolulu,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Portland to Chicago,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Houston to Los Angeles,1,1,1,1,1,1
United Airlines,10,Couple Leisure,Economy Class,New Orleans to Indianapolis,4,5,4,4,5,5
United Airlines,1,Business,Premium Economy,Houston to Los Angeles,3,2,4,1,1,1
United Airlines,1,Family Leisure,Economy Class,Chicago to Phoenix,1,1,1,1,1,1
United Airlines,2,Couple Leisure,Business Class,Edinburgh to Charleston via Washington,1,1,1,2,1,1
United Airlines,1,Solo Leisure,Economy Class,Munich to Charlotte via Amsterdam / Chicago,2,3,2,3,1,1
United Airlines,1,Couple Leisure,Economy Class,San Luis Obispo to Salt Lake City via San Francisco,1,2,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,San Diego to Jacksonville,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Syracuse to Sacramento via Chicago,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,San Francisco to Seattle,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Newark to Aruba,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to Raleigh Durham,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Pittsburgh to Denver,2,2,2,1,1,2
United Airlines,2,Business,Economy Class,Newark to Delhi,1,1,3,4,2,2
United Airlines,7,Couple Leisure,Business Class,Paris to Newark,3,4,4,4,4,4
United Airlines,1,Family Leisure,Economy Class,Tampa to Denver,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Houston to Lubbock,5,5,3,5,1,5
United Airlines,2,Solo Leisure,Economy Class,San Francisco to Birmingham via Chicago,1,2,1,1,1,1
United Airlines,6,Family Leisure,Economy Class,Tokyo to Denver,2,3,4,3,3,2
United Airlines,1,Family Leisure,Economy Class,Calgary to San Diego via San Francisco,5,5,5,5,5,1
United Airlines,1,Couple Leisure,Economy Class,Jacksonville to Washington via Boston,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,San Francisco to Frankfurt,3,2,1,1,1,1
United Airlines,1,Business,Economy Class,Charleston to Houston,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Premium Economy,Denver to San Diego,3,3,3,3,3,1
United Airlines,1,Family Leisure,Economy Class,Portland to San Francisco,4,4,3,2,1,1
United Airlines,1,Solo Leisure,Economy Class,Honolulu to Newark via Denver,1,3,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Portland to San Francisco,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Milwaukee to Washington,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Maui to San Francisco,1,1,1,1,1,1
United Airlines,10,Family Leisure,Economy Class,London Heathrow to San Fransisco via Vegas and LA,5,5,5,5,5,5
United Airlines,3,Business,Business Class,Newark to London,1,3,3,3,4,1
United Airlines,1,Family Leisure,Economy Class,Chicago to Hartford,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,BogotÃ¡ to Newark,1,1,1,1,2,1
United Airlines,2,Solo Leisure,Economy Class,Newark to Boise via Denver,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Detroit to Mumbai via Newark,3,2,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Windsor Locks to Bozeman via Chicago,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Houston to Newark,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Ontario to San Francisco,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,San Francisco to Denver,2,1,1,2,1,1
United Airlines,1,Solo Leisure,Economy Class,Denver to Philadelphia,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Redmond to Los Angeles,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Chicago to Dallas,1,2,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Orlando to Frankfurt via Newark,1,1,1,1,1,1
United Airlines,8,Family Leisure,Economy Class,London to Los Angeles,4,3,4,5,4,5
United Airlines,1,Solo Leisure,Economy Class,Anchorage to Rochester,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Newark to London,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Lima to Minneapolis via Newark,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Boston to Springfield via Chicago,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,San Diego to Raleigh/Durham,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Tampa to Salt Lake,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Houston to San Diego,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Houston to Salt Lake City,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Denver to Los Angeles,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,New York to Sacramento,2,3,3,3,1,1
United Airlines,8,Solo Leisure,Economy Class,Denver to Las Vegas,5,4,3,5,4,5
United Airlines,1,Couple Leisure,Economy Class,Newark to Barcelona,1,1,1,1,1,1
United Airlines,4,Family Leisure,Economy Class,Los Angeles to Honolulu,2,3,1,1,4,3
United Airlines,1,Solo Leisure,Economy Class,Houston to Saint Louis,1,1,1,1,1,1
United Airlines,3,Couple Leisure,Economy Class,Cancun to Montreal via Dulles,3,3,2,1,2,2
United Airlines,4,Business,Economy Class,Newark to Richmond,2,2,2,2,2,2
United Airlines,4,Couple Leisure,Economy Class,Dublin to Raleigh via Newark,2,2,3,2,2,3
United Airlines,1,Solo Leisure,Economy Class,Newark to Los Angeles,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Newark to Rochester,1,3,1,1,1,1
United Airlines,2,Family Leisure,Economy Class,El Paso to Houston,1,4,2,3,2,2
United Airlines,1,Couple Leisure,Economy Class,Venice to Newark,2,2,2,2,1,2
United Airlines,1,Solo Leisure,Economy Class,Bangor to Newark,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Newark to Porto,1,2,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Newark to Venice,1,2,1,3,1,1
United Airlines,1,Couple Leisure,Economy Class,Raleigh Durham to Seattle via Houston,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Cancun to Missoula,2,4,3,1,1,2
United Airlines,1,Business,Economy Class,Columbus to Newark,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,"Geneva, to Milwaukee via Newark",2,3,3,3,1,1
United Airlines,1,Business,Economy Class,Seattle to Cody via Denver,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Montego Bay to Washington,1,1,2,1,1,1
United Airlines,1,Solo Leisure,Economy Class,Bangkok to Seattle via San Francisco,1,1,1,4,1,1
United Airlines,1,Family Leisure,Economy Class,Newark to Tampa,1,4,2,1,2,1
United Airlines,1,Business,Economy Class,Portland to Omaha,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Denver to Columbus,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Newark to Phoenix,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Washington to Panama,3,3,4,3,1,1
United Airlines,1,Couple Leisure,Economy Class,Los Angeles to Milan via Newark,1,2,1,2,1,1
United Airlines,2,Couple Leisure,Economy Class,Washington to Houston,1,1,1,4,2,1
United Airlines,2,Family Leisure,Economy Class,Melbourne to Los Angeles,2,1,1,1,1,1
United Airlines,2,Solo Leisure,Economy Class,Seattle to Knoxville via Chicago,2,1,1,2,1,1
United Airlines,1,Couple Leisure,Economy Class,Salt Lake City to Lansing via Chicago,1,3,1,1,3,1
United Airlines,2,Solo Leisure,Economy Class,Cancun to Houston,1,1,1,1,1,1
United Airlines,1,Solo Leisure,Economy Class,San Francisco to Phoenix,3,3,3,3,1,1
United Airlines,6,Solo Leisure,Premium Economy,Frankfurt to Miami,2,4,3,5,2,5
United Airlines,1,Couple Leisure,Economy Class,Houston to Ft Lauderdale,2,1,1,1,1,1
United Airlines,1,Family Leisure,Premium Economy,Atlanta to San Francisco,3,1,1,3,1,1
United Airlines,1,Solo Leisure,Economy Class,Chicago to Kahului,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,San Antonio to Cancun,1,1,1,1,1,1
United Airlines,9,Family Leisure,Economy Class,Frankfurt to Washington,4,5,3,5,5,5
United Airlines,1,Family Leisure,Economy Class,Manchester to Houston via Newark,1,1,1,1,1,1
United Airlines,8,Solo Leisure,Economy Class,Hong Kong to Dallas,4,4,4,4,4,5
United Airlines,1,Solo Leisure,Economy Class,Boston to Orlando,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Honolulu to San Francisco,1,1,3,3,1,1
United Airlines,1,Solo Leisure,Economy Class,Memphis to Salt Lake City,1,1,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Newark to San Antonio,1,1,1,1,1,1
United Airlines,1,Business,Economy Class,Las Vegas to Chicago via Los Angeles,1,1,1,1,1,1
United Airlines,1,Couple Leisure,Economy Class,Nashville to Alaska via Denver,1,1,1,1,1,1
United Airlines,4,Solo Leisure,Economy Class,Beijing to Rio de Janeiro via Washington,3,5,3,4,1,2
United Airlines,2,Business,Premium Economy,Brussels to Boston via Newark,2,3,2,1,2,2
United Airlines,1,Couple Leisure,Economy Class,Los Angeles to Newark,1,1,1,1,1,1
United Airlines,9,Family Leisure,First Class,San Francisco to Honolulu,4,5,5,4,5,5
United Airlines,3,Solo Leisure,Economy Class,Calgary to Flint via Denver / Chicago,2,4,3,2,3,3
United Airlines,1,Couple Leisure,First Class,Kansas to Frankfurt via Chicago,4,3,3,3,3,1
United Airlines,1,Family Leisure,Economy Class,Los Angeles to Pittsburgh via San Francisco,1,3,2,3,1,2
United Airlines,3,Business,Business Class,Los Angeles to Melbourne,3,1,1,2,3,2
United Airlines,1,Business,Economy Class,Washington to Newark,3,2,2,3,1,1
United Airlines,2,Business,Business Class,Washington to Frankfurt,2,2,1,1,2,1
United Airlines,9,Business,Premium Economy,Phoenix to Chicago,5,5,5,5,5,5
United Airlines,10,Business,Premium Economy,Chicago to Munich,5,5,4,5,1,5
United Airlines,4,Couple Leisure,Premium Economy,Houston to Frankfurt,1,4,4,2,4,2
United Airlines,1,Solo Leisure,Economy Class,Las Vegas to Greenville,1,2,1,1,2,2
United Airlines,2,Business,Economy Class,Tucson to Cleveland via Chicago,3,3,3,2,1,1
United Airlines,8,Business,Premium Economy,Chicago to Phoenix,5,5,4,5,5,4
United Airlines,1,Family Leisure,Economy Class,Fort Lauderdale to Newark,2,2,1,1,1,1
United Airlines,1,Family Leisure,Economy Class,Providenciales to Denver,2,2,1,2,1,1
United Airlines,1,Business,Economy Class,San Francisco to Raleigh Durham,1,1,1,1,1,1
