airline,overall,traveller_type,cabin,route,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money
Turkish Airlines,10,Couple Leisure,Business Class,Belgrade to Munich via Istanbul,5,5,5,5,5,5
Turkish Airlines,1,Business,Economy Class,Thessaloniki to Bilbao via Instanbul,1,2,2,1,1,1
Turkish Airlines,8,Solo Leisure,Economy Class,Stockholm to Istanbul,3,4,4,3,4,5
Turkish Airlines,10,Business,Economy Class,Istanbul to Berlin,4,5,5,5,4,5
Turkish Airlines,1,Business,Economy Class,Istanbul to Cairo,2,1,1,1,1,1
Turkish Airlines,9,Couple Leisure,Business Class,London to Cape Town via Istanbul,5,5,5,4,3,5
Turkish Airlines,8,Solo Leisure,Economy Class,Amsterdam to New York via Istanbul,3,4,5,5,5,4
Turkish Airlines,4,Couple Leisure,Economy Class,Brussels to Dar es Salaam via Istanbul,2,2,3,3,3,3
Turkish Airlines,1,Solo Leisure,Economy Class,Frankfurt to Karachi,1,1,1,1,1,1
Turkish Airlines,2,Solo Leisure,Economy Class,Istanbul to San Francisco,1,3,2,1,5,5
Turkish Airlines,2,Solo Leisure,Business Class,Kosice to Singapore via Istanbul,2,3,3,3,1,3
Turkish Airlines,10,Solo Leisure,Business Class,Chicago to Istanbul,4,5,5,5,5,5
Turkish Airlines,9,Business,Economy Class,Istanbul to Montreal,4,5,5,4,3,5
Turkish Airlines,1,Business,Business Class,London to Thessaloniki via Istanbul,4,4,2,3,1,1
Turkish Airlines,10,Couple Leisure,Economy Class,Ljubljana to Ho Chi Minh City via Istanbul,4,5,5,5,4,5
Turkish Airlines,10,Solo Leisure,Economy Class,Istanbul to New York City,5,5,5,5,5,5
Turkish Airlines,10,Solo Leisure,Economy Class,Istanbul to Marseille,4,5,5,5,5,5
Turkish Airlines,7,Family Leisure,Business Class,Miami to Munich via Istanbul,4,3,3,1,4,5
Turkish Airlines,10,Family Leisure,Economy Class,Washington to Islamabad via Istanbul,4,5,5,5,4,5
Turkish Airlines,4,Business,Economy Class,Munich to Tehran via Istanbul,3,3,3,4,1,3
Turkish Airlines,4,Solo Leisure,Economy Class,Boston to Istanbul,3,1,2,2,1,2
Turkish Airlines,6,Business,Business Class,Geneva to Jakarta via Istanbul,4,3,3,4,2,3
Turkish Airlines,3,Family Leisure,Economy Class,Istanbul to Toronto,1,2,2,3,1,1
Turkish Airlines,3,Family Leisure,Business Class,Kuwait to Dusseldorf via Istanbul,2,3,2,1,1,2
Turkish Airlines,2,Couple Leisure,Economy Class,Medina to Lahore via Istanbul,2,2,1,1,1,2
Turkish Airlines,1,Solo Leisure,Economy Class,Mombasa to London Gatwick via Istanbul,1,2,1,1,1,1
Turkish Airlines,1,Family Leisure,Economy Class,Male to Vilnius via Istanbul,1,1,1,2,1,1
Turkish Airlines,2,Business,Economy Class,Accra to Bucharest via Istanbul,4,2,4,4,1,2
Turkish Airlines,9,Business,Business Class,Istanbul to Hanoi,4,5,5,3,4,5
Turkish Airlines,9,Business,Business Class,London to Istanbul,5,5,5,4,4,4
Turkish Airlines,9,Couple Leisure,Economy Class,Helsinki to Istanbul,4,5,5,5,4,5
Turkish Airlines,3,Business,Economy Class,Frankfurt to Elazig via Istanbul,1,1,2,1,1,1
Turkish Airlines,1,Couple Leisure,Economy Class,London to Lahore via Istanbul,3,4,3,4,1,3
Turkish Airlines,8,Couple Leisure,Business Class,Istanbul to Montreal,4,4,2,4,4,4
Turkish Airlines,1,Business,Business Class,Dubai to Toronto via Istanbul,2,1,2,2,1,2
Turkish Airlines,3,Solo Leisure,Economy Class,Budapest to Atlanta via Istanbul,2,4,2,2,1,3
Turkish Airlines,2,Family Leisure,Economy Class,Kathmandu to Houston via Istanbul,4,2,1,4,1,1
Turkish Airlines,7,Couple Leisure,Business Class,Istanbul to Madrid,4,4,2,1,5,3
Turkish Airlines,3,Business,Economy Class,Antalya to Jakarta via Istanbul,1,2,3,2,1,2
Turkish Airlines,7,Solo Leisure,Economy Class,Toronto to Mumbai via Istanbul,4,3,4,4,3,4
Turkish Airlines,1,Family Leisure,Business Class,Barcelona to Moscow,4,4,3,5,1,1
Turkish Airlines,8,Couple Leisure,Business Class,Buenos Aires to Istanbul via Sao Paolo,4,5,4,4,3,4
Turkish Airlines,6,Business,Economy Class,Istanbul to Paris,4,5,4,5,1,3
Turkish Airlines,1,Solo Leisure,Economy Class,Atlanta to Doha via Istanbul,1,1,4,4,1,2
Turkish Airlines,9,Business,Economy Class,Houston to Istanbul,5,5,5,5,5,5
Turkish Airlines,8,Solo Leisure,Economy Class,Atlanta to Istanbul,5,5,5,5,5,5
Turkish Airlines,9,Solo Leisure,Business Class,Istanbul to Ho Chi Minh City,4,5,5,4,3,5
Turkish Airlines,8,Family Leisure,Economy Class,Jakarta to Istanbul,4,4,4,3,4,4
Turkish Airlines,7,Business,Business Class,Istanbul to New York JFK,4,5,3,3,2,3
Turkish Airlines,10,Family Leisure,Economy Class,Mashad to London via Istanbul,3,5,4,3,2,5
Turkish Airlines,8,Couple Leisure,Business Class,Copenhagen to Antananarivo via Istanbul,5,5,5,5,2,5
Turkish Airlines,10,Family Leisure,Economy Class,Munich to Izmir,5,5,5,5,4,5
Turkish Airlines,7,Solo Leisure,Economy Class,Tel Aviv to Bangkok via Istanbul,3,1,4,4,4,4
Turkish Airlines,6,Couple Leisure,Business Class,Istanbul to London,4,4,4,3,1,4
Turkish Airlines,2,Family Leisure,Economy Class,Toronto to Tehran via Istanbul,2,2,2,2,1,1
Turkish Airlines,8,Couple Leisure,Business Class,Istanbul to Washington,5,5,3,4,4,4
Turkish Airlines,9,Couple Leisure,Business Class,London to Manila via Istanbul,5,5,5,3,4,5
Turkish Airlines,2,Couple Leisure,Economy Class,Manchester to Johannesburg via Istanbul,2,1,1,2,1,2
Turkish Airlines,7,Business,Business Class,Montreal to Istanbul,4,5,3,2,4,3
Turkish Airlines,3,Business,Business Class,Gatwick to Antananarivo via Istanbul,2,3,4,2,1,1
Turkish Airlines,4,Couple Leisure,Economy Class,Rome to Doha via Istanbul,1,3,4,3,1,2
Turkish Airlines,4,Business,Business Class,Houston to Dammam via Istanbul,2,3,3,3,1,2
Turkish Airlines,8,Solo Leisure,Business Class,New York JFK to Bangkok via Istanbul,4,5,4,5,4,4
Turkish Airlines,8,Business,Economy Class,Athens to Istanbul,4,4,4,3,4,3
Turkish Airlines,8,Business,Economy Class,Athens to Istanbul,4,4,4,4,3,3
Turkish Airlines,9,Solo Leisure,Business Class,Bangkok to Istanbul,4,5,5,5,3,4
Turkish Airlines,10,Solo Leisure,Business Class,Istanbul to San Francisco,4,5,5,5,3,4
Turkish Airlines,7,Business,Business Class,Istanbul to Montreal,4,4,3,3,4,3
Turkish Airlines,1,Couple Leisure,Economy Class,Mauritius to Amsterdam via Istanbul,3,3,3,4,1,1
Turkish Airlines,10,Couple Leisure,Economy Class,CLJ to SIN via IST,5,5,5,5,3,4
Turkish Airlines,1,Family Leisure,Economy Class,New York to Kharkov via Istanbul,4,4,4,5,1,1
Turkish Airlines,1,Family Leisure,Business Class,Antalya to Moscow,4,3,3,3,1,1
Turkish Airlines,10,Business,Business Class,Cape Town to Athens via Instabul,5,5,5,5,5,5
Turkish Airlines,3,Solo Leisure,Economy Class,London to Mombasa via Istanbul,3,3,3,4,2,3
Turkish Airlines,4,Solo Leisure,Economy Class,Was to Izmir,2,1,1,2,2,2
Turkish Airlines,6,Business,Business Class,Toronto to Istanbul,4,3,2,2,4,2
Turkish Airlines,1,Business,Economy Class,Istanbul to Prague,1,1,1,1,2,1
Turkish Airlines,6,Solo Leisure,Economy Class,Cologne to Shiraz via Istanbul,3,3,3,5,3,3
Turkish Airlines,6,Solo Leisure,Economy Class,London to Kuala Lumpur via Istanbul,2,3,4,5,3,3
Turkish Airlines,3,Solo Leisure,Economy Class,London to Riyadh via Istanbul,1,1,2,4,1,3
Turkish Airlines,8,Business,Business Class,Hong Kong to Copenhagen via Istanbul,5,4,4,4,5,4
Turkish Airlines,2,Business,Economy Class,Athens to Budapest via Istanbul,3,3,3,3,1,1
Turkish Airlines,7,Couple Leisure,Business Class,Buenos Aires to Barcelona via Istanbul,4,2,3,4,3,4
Turkish Airlines,1,Solo Leisure,Economy Class,Dammam to London via Istanbul,1,1,1,2,1,1
Turkish Airlines,9,Couple Leisure,Business Class,Istanbul to Amsterdam,5,4,5,5,3,5
Turkish Airlines,9,Couple Leisure,Economy Class,Prague to Antalya via Istanbul,5,4,3,4,3,4
Turkish Airlines,3,Family Leisure,Economy Class,Johannesburg to Brussels via Istanbul,3,4,4,5,1,3
Turkish Airlines,10,Solo Leisure,Economy Class,New York JFK to Paris CDG via Istanbul,5,5,5,5,5,5
Turkish Airlines,8,Family Leisure,Business Class,Jakarta to Sao Paulo via Istanbul,4,4,4,4,3,4
Turkish Airlines,2,Solo Leisure,Economy Class,Los Angeles to Bucharest via Istanbul,2,2,2,2,1,1
Turkish Airlines,10,Solo Leisure,Economy Class,Chicago to Dushanbe via Istanbul,5,5,5,5,5,5
Turkish Airlines,3,Solo Leisure,Economy Class,Nairobi to Heathrow via Istanbul,3,3,2,3,3,1
Turkish Airlines,5,Couple Leisure,Economy Class,Amsterdam to Bangkok via Istanbul,2,4,4,5,1,3
Turkish Airlines,5,Family Leisure,Economy Class,Istanbul to Bangkok,3,1,3,3,1,3
Turkish Airlines,8,Solo Leisure,Economy Class,Dalaman to Istanbul Ataturk,3,4,3,1,1,4
Turkish Airlines,2,Family Leisure,Economy Class,Billund to Delhi via Istanbul,2,3,2,2,1,1
Turkish Airlines,1,Couple Leisure,Economy Class,Brussels to Entebbe via Istanbul,3,4,2,3,1,2
Turkish Airlines,3,Family Leisure,Economy Class,Algiers to Dubai via Istanbul,2,3,3,4,1,4
Turkish Airlines,10,Family Leisure,Business Class,Istanbul to Izmir,5,5,5,5,2,5
Turkish Airlines,10,Family Leisure,Business Class,Oslo to Istanbul,3,5,5,5,3,5
Turkish Airlines,9,Business,Economy Class,Zurich to Dubai via Istanbul,3,5,5,5,5,5
Turkish Airlines,9,Solo Leisure,Business Class,Moscow to Bangkok via Istanbul,5,5,5,4,5,5
Turkish Airlines,9,Family Leisure,Economy Class,Tel Aviv to Boston via Istanbul,3,3,5,4,4,5
Turkish Airlines,1,Business,Business Class,Dublin to Tel Aviv via Istanbul,2,2,3,2,2,1
Turkish Airlines,8,Couple Leisure,Business Class,Bangkok to London via Istanbul,4,4,5,5,5,5
Turkish Airlines,6,Couple Leisure,Economy Class,Beijing to Atlanta via Istanbul,5,3,5,5,4,4
Turkish Airlines,8,Family Leisure,Economy Class,Bahrain to Tunis via Istanbul,3,4,5,4,4,5
Turkish Airlines,7,Solo Leisure,Economy Class,Istanbul to Abuja,1,5,5,3,3,4
Turkish Airlines,6,Solo Leisure,Economy Class,Seoul to Athens via Istanbul,2,3,3,4,1,3
Turkish Airlines,9,Business,Business Class,London to Guangzhou via Istanbul,4,5,5,5,4,5
Turkish Airlines,8,Business,Business Class,Gatwick to Bangkok via Istanbul,5,1,4,3,2,4
Turkish Airlines,8,Couple Leisure,Business Class,London Heathrow to Bangkok via Istanbul,5,4,3,5,4,4
Turkish Airlines,7,Solo Leisure,Economy Class,Dublin to Istanbul,3,4,3,4,4,3
Turkish Airlines,7,Solo Leisure,Economy Class,Dublin to Istanbul,3,4,3,4,4,3
Turkish Airlines,8,Business,Business Class,Istanbul to Montreal,3,5,4,3,3,5
Turkish Airlines,2,Solo Leisure,Economy Class,Montreal to Istanbul,4,1,3,3,1,1
Turkish Airlines,8,Solo Leisure,Economy Class,IST to GRU,4,5,4,4,5,5
Turkish Airlines,8,Solo Leisure,Business Class,Istanbul to New York JFK,5,5,5,5,1,5
Turkish Airlines,7,Business,Business Class,Toronto to Istanbul,4,5,3,3,5,4
Turkish Airlines,10,Solo Leisure,Economy Class,Istanbul to Ankara,5,5,5,4,5,5
Turkish Airlines,7,Solo Leisure,Economy Class,New York JFK to Madrid via Istanbul,2,4,5,5,5,5
Turkish Airlines,7,Solo Leisure,Economy Class,Kuala Lumpur to Venice via Istanbul,3,4,4,3,3,4
Turkish Airlines,8,Solo Leisure,Economy Class,Rome to Jakarta via Istanbul,3,4,4,3,3,4
Turkish Airlines,8,Couple Leisure,Business Class,Amsterdam to Amman via Istanbul,4,4,5,3,4,5
Turkish Airlines,8,Business,Business Class,Istanbul to Montreal,4,5,4,4,2,3
Turkish Airlines,9,Family Leisure,Economy Class,Cairo to Vienna via Istanbul,4,4,3,5,4,4
Turkish Airlines,8,Solo Leisure,Economy Class,Kuwait to Edinburgh via Istanbul,4,5,3,4,4,5
Turkish Airlines,4,Solo Leisure,Economy Class,Montreal to Budapest via Istanbul,2,3,2,4,3,3
Turkish Airlines,10,Family Leisure,Economy Class,Istanbul to Frankfurt,5,5,5,5,4,5
Turkish Airlines,5,Couple Leisure,Economy Class,Kuala Lumpur to Zurich via Istanbul,4,1,2,5,3,4
Turkish Airlines,8,Business,Business Class,Istanbul to London Heathrow,5,3,3,5,4,5
Turkish Airlines,8,Business,Business Class,Sarajevo to Panama City via Istanbul,4,5,5,5,3,5
Turkish Airlines,10,Couple Leisure,Economy Class,Istanbul to Izmir,5,5,5,5,4,5
Turkish Airlines,9,Business,Economy Class,Venice to Singapore via Istanbul,4,4,5,4,4,5
Turkish Airlines,2,Solo Leisure,Economy Class,Cluj-Napoca to New York via Istambul,3,4,3,3,1,1
Turkish Airlines,3,Couple Leisure,Economy Class,Tallin to Singapore via Istanbul,2,4,1,5,3,2
Turkish Airlines,6,Solo Leisure,Economy Class,Kiev to Istanbul,1,3,5,2,1,3
Turkish Airlines,10,Couple Leisure,Economy Class,Birmingham to Istanbul,5,5,5,4,5,5
Turkish Airlines,10,Solo Leisure,Economy Class,Toronto to Mumbai via Istanbul,4,5,5,5,5,5
Turkish Airlines,1,Family Leisure,Economy Class,Johannesburg to Gatwick via Istanbul,1,1,1,2,1,1
Turkish Airlines,4,Couple Leisure,Economy Class,Istanbul to Lagos,2,4,2,3,1,3
Turkish Airlines,9,Solo Leisure,Economy Class,Edinburgh to Istanbul,5,5,5,5,5,5
Turkish Airlines,9,Solo Leisure,Economy Class,London Heathrow to Taipei via Istanbul,5,5,5,5,5,5
Turkish Airlines,9,Solo Leisure,Business Class,Istanbul to Hurghada,4,5,5,5,5,5
Turkish Airlines,1,Couple Leisure,Economy Class,Mumbai to Berlin via Istanbul,2,3,1,2,1,1
Turkish Airlines,9,Family Leisure,Economy Class,Singapore to Istanbul,4,5,5,5,5,5
Turkish Airlines,9,Business,Business Class,Istanbul to Washington,5,4,4,4,5,5
Turkish Airlines,9,Solo Leisure,Economy Class,Singapore to Lisbon via Istanbul,4,5,5,5,5,5
Turkish Airlines,6,Business,Business Class,Istanbul to Montreal,4,3,2,3,4,3
Turkish Airlines,6,Solo Leisure,Economy Class,Amsterdam to Manila via Istanbul,3,2,5,4,3,3
Turkish Airlines,9,Couple Leisure,Economy Class,London Heathrow to Istanbul,3,5,5,4,5,5
Turkish Airlines,10,Solo Leisure,Economy Class,Frankfurt to Konya via Istanbul,5,5,5,5,5,5
Turkish Airlines,7,Couple Leisure,Economy Class,Bangkok to Istanbul,2,4,4,4,3,3
Turkish Airlines,1,Business,Economy Class,London to Addis Ababa via Istanbul,2,1,1,2,1,1
Turkish Airlines,2,Couple Leisure,Economy Class,Istanbul to Kuala Lumpur,2,1,2,4,1,2
Turkish Airlines,1,Couple Leisure,Economy Class,VKO to IST,1,4,4,3,1,2
Turkish Airlines,7,Business,Economy Class,Kathmandu to Geneva via Istanbul,4,5,4,4,4,4
Turkish Airlines,10,Solo Leisure,Economy Class,KUL to VIE via IST,4,5,5,5,5,5
Turkish Airlines,5,Solo Leisure,Economy Class,Moscow to PanamÃ¡ City via Istambul,3,5,4,1,1,3
Turkish Airlines,10,Business,Business Class,Zurich to Istanbul,5,5,5,5,5,5
Turkish Airlines,10,Business,Business Class,Belgrade to Atlanta via Istanbul,5,4,5,5,5,5
Turkish Airlines,9,Family Leisure,Economy Class,Atlanta to Thessaloniki via Istanbul,3,5,5,5,4,5
Turkish Airlines,10,Family Leisure,Economy Class,Athens to New York via Istanbul,5,5,5,5,5,5
Turkish Airlines,1,Solo Leisure,Economy Class,Manchester to Kiev via Istanbul,2,3,3,2,1,1
Turkish Airlines,9,Family Leisure,Economy Class,Bogota to Rome via Istanbul,3,5,5,4,4,5
Turkish Airlines,3,Solo Leisure,Economy Class,Toronto to Istanbul,2,2,3,2,1,2
Turkish Airlines,1,Business,Economy Class,ICN to IST,1,1,1,1,1,1
Turkish Airlines,8,Solo Leisure,Economy Class,BLQ to NRT via IST,4,5,4,5,5,5
Turkish Airlines,9,Solo Leisure,Economy Class,IST to PEK,4,5,5,5,3,5
Turkish Airlines,8,Solo Leisure,Business Class,MAN to BKK via IST,4,5,5,4,3,5
Turkish Airlines,1,Business,Business Class,IAH to DXB via IST,3,5,5,5,1,2
Turkish Airlines,10,Solo Leisure,Economy Class,VNO to IST,4,5,5,5,5,5
Turkish Airlines,1,Business,Economy Class,FCO to KRT via IST,2,1,2,3,1,2
Turkish Airlines,9,Couple Leisure,Economy Class,SIN to IST,4,4,4,5,5,5
Turkish Airlines,1,Solo Leisure,Business Class,IST to DXB,2,3,2,2,1,1
Turkish Airlines,1,Couple Leisure,Economy Class,CPT to GVA via IST,2,3,3,3,1,1
Turkish Airlines,4,Couple Leisure,Economy Class,SGN to ZRH via IST,1,2,3,5,1,2
Turkish Airlines,8,Business,Business Class,VCE to SIN via IST,5,4,5,5,4,4
Turkish Airlines,6,Couple Leisure,Business Class,EDI to CPT via IST,4,3,5,5,2,3
Turkish Airlines,1,Couple Leisure,Economy Class,IST to KUL,3,2,1,3,2,2
Turkish Airlines,6,Couple Leisure,Economy Class,ATH to CPT via IST,1,4,5,4,4,5
Turkish Airlines,9,Solo Leisure,Business Class,IST to DOH,4,5,5,5,5,5
Turkish Airlines,9,Solo Leisure,Economy Class,HKG to TXL via IST,4,5,5,5,4,5
Turkish Airlines,8,Couple Leisure,Business Class,LGW to SIN via IST,5,4,4,3,5,5
Turkish Airlines,8,Solo Leisure,Economy Class,IST to ORD,4,4,5,4,3,4
Turkish Airlines,9,Business,Business Class,IST to BEY,4,5,3,3,5,4
Turkish Airlines,7,Couple Leisure,Business Class,LAX to JNB via IST,4,4,4,4,3,4
Turkish Airlines,8,Couple Leisure,Economy Class,AMS to SAW,4,4,4,2,5,4
Turkish Airlines,10,Family Leisure,Economy Class,VIE to MCT via IST,5,5,5,5,4,5
Turkish Airlines,4,Business,Business Class,MNL to MUC via IST,3,3,3,5,1,2
Turkish Airlines,8,Couple Leisure,Economy Class,IAH to CDG via IST,4,4,4,5,3,5
Turkish Airlines,1,Solo Leisure,Economy Class,SVX to BCN via IST,2,2,3,2,1,1
Turkish Airlines,3,Family Leisure,Economy Class,IST to SIN,3,2,2,5,3,3
Turkish Airlines,9,Solo Leisure,Business Class,EZE to IST,5,5,5,4,4,5
Turkish Airlines,10,Solo Leisure,Economy Class,LEJ to IST,4,5,5,2,5,5
Turkish Airlines,9,Solo Leisure,Economy Class,IST to AMS,5,5,5,4,4,4
Turkish Airlines,10,Solo Leisure,Economy Class,IST to AMS,4,4,5,4,4,5
Turkish Airlines,9,Business,Business Class,VNO to EZE via IST,5,4,5,5,3,5
Turkish Airlines,4,Business,Business Class,ESB to IST,4,1,1,2,5,2
Turkish Airlines,8,Family Leisure,Economy Class,SAW to AYT,4,2,4,5,3,5
Turkish Airlines,8,Business,Business Class,KBP to MNL via IST,5,4,5,5,2,5
Turkish Airlines,3,Family Leisure,Economy Class,BOS to BOM via IST,3,4,4,3,3,4
Turkish Airlines,1,Business,Business Class,AMM to BOG via IST,1,1,2,2,1,1
Turkish Airlines,9,Couple Leisure,Business Class,BKK to IST,4,5,5,5,5,4
Turkish Airlines,5,Couple Leisure,Business Class,IST to KTM,5,4,3,5,1,3
Turkish Airlines,10,Solo Leisure,Business Class,ORD to IST,5,5,5,4,5,5
Turkish Airlines,10,Business,Business Class,IST to BJV,3,5,5,3,5,5
Turkish Airlines,3,Business,Economy Class,CMN to IST,3,2,3,1,3,1
Turkish Airlines,2,Business,Economy Class,IST to ALA,1,2,1,3,2,2
Turkish Airlines,8,Couple Leisure,Economy Class,MXP to BKK via IST,3,4,4,4,5,5
Turkish Airlines,7,Solo Leisure,Economy Class,IST to DLM,3,4,3,1,5,4
Turkish Airlines,4,Solo Leisure,Economy Class,KUL to LGW via IST,1,1,4,2,5,3
Turkish Airlines,3,Solo Leisure,Business Class,ZRH to BOG via IST,1,2,2,1,2,3
Turkish Airlines,4,Solo Leisure,Economy Class,YUL to IKA via IST,4,1,4,4,1,3
Turkish Airlines,10,Business,Business Class,IST to LGW,5,4,5,5,5,5
Turkish Airlines,5,Solo Leisure,Economy Class,IA to KUL via IST,3,2,4,2,3,3
Turkish Airlines,9,Couple Leisure,Economy Class,DUB to IST,4,4,4,5,4,4
Turkish Airlines,1,Solo Leisure,Economy Class,IST to IAD,1,5,3,3,1,1
Turkish Airlines,10,Business,Business Class,VIE to KUL via IST,5,5,5,5,3,5
Turkish Airlines,9,Solo Leisure,First Class,HAJ to DXB via IST,4,5,4,4,3,5
Turkish Airlines,10,Couple Leisure,Business Class,EDI to MRU via IST,5,5,5,4,5,5
Turkish Airlines,9,Business,Economy Class,BKK to VCE via IST,4,5,5,5,4,5
Turkish Airlines,8,Solo Leisure,Business Class,ORD to IEV via IST,5,4,5,4,3,4
Turkish Airlines,4,Solo Leisure,Economy Class,BXH toCPT via DUR/CPT,3,3,3,3,2,5
Turkish Airlines,8,Business,Business Class,JNB to YUL via IST,4,5,5,3,1,4
Turkish Airlines,8,Business,Economy Class,VCE to KUL via IST,4,4,5,4,4,4
Turkish Airlines,8,Couple Leisure,Economy Class,EDI to KIX via IST,3,4,4,3,4,5
Turkish Airlines,4,Solo Leisure,Economy Class,DXB to AMS via SAW,2,3,3,2,1,2
Turkish Airlines,1,Couple Leisure,Economy Class,GRU to BKK via IST,1,1,1,1,1,1
Turkish Airlines,1,Couple Leisure,Economy Class,LHR to AYT via IST,2,3,3,3,1,2
Turkish Airlines,1,Couple Leisure,Business Class,AMM to YYZ via IST,4,4,3,3,1,1
Turkish Airlines,8,Solo Leisure,Business Class,IST to SIN,5,5,5,4,3,5
Turkish Airlines,3,Solo Leisure,Economy Class,JRO to LHR via IST,2,2,2,3,1,3
Turkish Airlines,9,Business,Business Class,YUL to IST,3,5,5,5,4,5
Turkish Airlines,9,Business,Economy Class,SIN to VCE via IST,4,4,4,5,4,4
Turkish Airlines,7,Solo Leisure,Economy Class,AMS to JNB via IST,2,4,5,3,4,5
Turkish Airlines,3,Solo Leisure,Economy Class,TBS to DUS via SAW,3,4,5,1,3,3
Turkish Airlines,9,Solo Leisure,Economy Class,BOG to AMS via IST,4,5,5,2,4,5
Turkish Airlines,9,Solo Leisure,Economy Class,IST to YYZ,3,4,5,5,4,4
Turkish Airlines,9,Solo Leisure,Business Class,ZRH to IST,5,5,5,5,5,5
Turkish Airlines,6,Business,Economy Class,SAW to BRU,2,2,4,1,2,3
Turkish Airlines,1,Couple Leisure,Economy Class,NIM to LHR via IST,2,1,1,3,1,2
Turkish Airlines,1,Couple Leisure,Economy Class,BLQ to LAX via IST,2,1,2,3,1,1
Turkish Airlines,4,Family Leisure,Economy Class,LAX to GVA via IST,1,3,3,4,2,4
Turkish Airlines,1,Solo Leisure,Economy Class,OSL to MNL via IST,3,2,2,4,1,1
Turkish Airlines,10,Solo Leisure,Economy Class,MUC to IST,5,5,5,5,5,5
Turkish Airlines,10,Couple Leisure,Business Class,RIX to IST,5,5,5,5,5,5
Turkish Airlines,9,Business,Business Class,IST to ZRH,5,4,5,5,5,5
Turkish Airlines,1,Family Leisure,Economy Class,IST to ODS,3,4,2,5,1,2
Turkish Airlines,9,Solo Leisure,Economy Class,NRT to AGP via IST,4,5,5,5,3,5
Turkish Airlines,5,Solo Leisure,Economy Class,MIA to IST,1,2,2,4,1,3
Turkish Airlines,3,Solo Leisure,Economy Class,BRU to JFK via IST,1,2,2,4,1,3
Turkish Airlines,1,Family Leisure,Economy Class,IST to SFO,3,1,2,3,1,1
Turkish Airlines,10,Solo Leisure,Business Class,NUE to IST,5,5,5,5,5,5
Turkish Airlines,8,Family Leisure,Economy Class,BEY to MLA via IST,3,4,2,4,5,3
Turkish Airlines,10,Solo Leisure,Business Class,BKK to MAN via IST,5,5,5,5,5,5
Turkish Airlines,9,Couple Leisure,Business Class,YYZ to FCO via IST,5,4,5,4,4,5
Turkish Airlines,10,Family Leisure,Business Class,IST to IAD,5,5,5,5,5,5
Turkish Airlines,1,Business,Economy Class,BRU to DKR via IST,3,1,3,2,1,1
Turkish Airlines,1,Couple Leisure,Economy Class,NRT to DUB via IST,2,2,2,4,1,3
Turkish Airlines,10,Solo Leisure,Economy Class,JFK to BRU via IST,4,5,5,5,5,5
Turkish Airlines,7,Solo Leisure,Economy Class,LHR to ICN via IST,4,4,5,5,2,4
Turkish Airlines,9,Business,Economy Class,TXL to KUL via IST,4,4,5,5,5,5
Turkish Airlines,7,Solo Leisure,Economy Class,IST to BJV,2,3,4,4,2,4
Turkish Airlines,10,Solo Leisure,Economy Class,DUS to IST,5,5,5,5,5,5
Turkish Airlines,9,Solo Leisure,Economy Class,TLV to CAI via IST,4,4,5,4,3,3
Turkish Airlines,8,Couple Leisure,Economy Class,STR to MRU via IST,3,5,5,5,3,5
Turkish Airlines,3,Business,Business Class,TXL to ABV via IST,1,3,3,3,3,2
