fips,stateabbr,naics,yearmonth,yoy_pct_change
30,MT,441,yy202201,15.7
30,MT,441,yy202202,20.2
30,MT,441,yy202203,1.6
30,MT,441,yy202204,-0.1
30,MT,441,yy202205,-6.8
30,MT,441,yy202206,-1.5
30,MT,441,yy202207,-2.4
30,MT,441,yy202208,6.6
30,MT,441,yy202209,2.7
30,MT,441,yy202210,1.7
30,MT,441,yy202211,-4.5
30,MT,441,yy202212,-7.2
30,MT,441,yy202301,-0.8
30,MT,441,yy202302,-1.9
30,MT,441,yy202303,-0.5
30,MT,441,yy202304,-3.6
30,MT,441,yy202305,5.2
30,MT,441,yy202306,0.5
30,MT,441,yy202307,1
30,MT,441,yy202308,-1
30,MT,441,yy202309,1.3
30,MT,441,yy202310,-3.3
30,MT,441,yy202311,2.6
30,MT,441,yy202312,2.5
30,MT,441,yy202401,-1.6
30,MT,441,yy202402,5.3
30,MT,441,yy202403,-3.5
30,MT,441,yy202404,2.8
30,MT,441,yy202405,3
30,MT,441,yy202406,-4.3
30,MT,441,yy202407,5.9
30,MT,441,yy202408,2.6
30,MT,441,yy202409,-2.6
30,MT,441,yy202410,9.6
30,MT,442,yy201901,0.3
30,MT,442,yy201902,-2.1
30,MT,442,yy201903,-2.9
30,MT,442,yy201904,7
30,MT,442,yy201905,-2.5
30,MT,442,yy201906,-1.4
30,MT,442,yy201907,2.9
30,MT,442,yy201908,-2.2
30,MT,442,yy201909,4.5
30,MT,442,yy201910,0.6
30,MT,442,yy201911,-2.2
30,MT,442,yy201912,-4
30,MT,442,yy202001,13.5
30,MT,442,yy202002,13.1
30,MT,442,yy202003,-5.7
30,MT,442,yy202004,NA
30,MT,442,yy202005,-19.2
30,MT,442,yy202006,7.2
30,MT,442,yy202007,7.5
30,MT,442,yy202008,13.5
30,MT,442,yy202009,14.4
30,MT,442,yy202010,10.5
30,MT,442,yy202011,9.1
30,MT,442,yy202012,10.2
30,MT,442,yy202101,16.8
30,MT,442,yy202102,13.5
30,MT,442,yy202103,47
30,MT,442,yy202104,NA
30,MT,442,yy202105,65.4
30,MT,442,yy202106,24.5
30,MT,442,yy202107,17.5
30,MT,442,yy202108,13.9
30,MT,442,yy202109,14.4
30,MT,442,yy202110,20.3
30,MT,442,yy202111,26.1
30,MT,442,yy202112,17.2
30,MT,442,yy202201,-11.5
30,MT,442,yy202202,-4.6
30,MT,442,yy202203,14.1
30,MT,442,yy202204,14.2
30,MT,442,yy202205,-2.1
30,MT,442,yy202206,-1.8
30,MT,442,yy202207,-7.1
30,MT,442,yy202208,1.2
30,MT,442,yy202209,-3.6
30,MT,442,yy202210,-8.7
30,MT,442,yy202211,-9.2
30,MT,442,yy202212,-6.5
30,MT,442,yy202301,19.2
30,MT,442,yy202302,17.6
30,MT,442,yy202303,4.3
30,MT,442,yy202304,-12.5
30,MT,442,yy202305,-14.1
30,MT,442,yy202306,9.4
30,MT,442,yy202307,5.6
30,MT,442,yy202308,3.3
30,MT,442,yy202309,15.7
30,MT,442,yy202310,17.4
30,MT,442,yy202311,19.5
30,MT,442,yy202312,12.6
30,MT,442,yy202401,3.5
30,MT,442,yy202402,8.3
30,MT,442,yy202403,-11.1
30,MT,442,yy202404,9.4
30,MT,442,yy202405,NA
30,MT,442,yy202406,2.9
30,MT,442,yy202407,18.6
30,MT,442,yy202408,12.1
30,MT,442,yy202409,0.6
30,MT,442,yy202410,5.7
30,MT,443,yy201901,16.9
30,MT,443,yy201902,16
30,MT,443,yy201903,7.6
30,MT,443,yy201904,11.5
30,MT,443,yy201905,-1
30,MT,443,yy201906,-1.2
30,MT,443,yy201907,6.7
30,MT,443,yy201908,2.4
30,MT,443,yy201909,4.3
30,MT,443,yy201910,6.8
30,MT,443,yy201911,7.2
30,MT,443,yy201912,3.2
30,MT,443,yy202001,-7.1
30,MT,443,yy202002,1.4
30,MT,443,yy202003,-10.5
30,MT,443,yy202004,-54.3
30,MT,443,yy202005,-41.1
30,MT,443,yy202006,-13.3
30,MT,443,yy202007,-7.5
30,MT,443,yy202008,-3.4
30,MT,443,yy202009,-6.6
30,MT,443,yy202010,-8.2
30,MT,443,yy202011,-6.8
30,MT,443,yy202012,-8.3
30,MT,443,yy202101,20.9
30,MT,443,yy202102,8.9
30,MT,443,yy202103,45.2
30,MT,443,yy202104,190.4
30,MT,443,yy202105,105.3
30,MT,443,yy202106,31.2
30,MT,443,yy202107,25.8
30,MT,443,yy202108,15.5
30,MT,443,yy202109,22.1
30,MT,443,yy202110,27
30,MT,443,yy202111,6.1
30,MT,443,yy202112,2.1
30,MT,443,yy202201,-12.4
30,MT,443,yy202202,-3.3
30,MT,443,yy202203,9.9
30,MT,443,yy202204,-11.4
30,MT,443,yy202205,12.1
30,MT,443,yy202206,4
30,MT,443,yy202207,-14
30,MT,443,yy202208,25.6
30,MT,443,yy202209,10.8
30,MT,443,yy202210,-21.3
30,MT,443,yy202211,-4.9
30,MT,443,yy202212,4
30,MT,443,yy202301,-1.4
30,MT,443,yy202302,-9.7
30,MT,443,yy202303,NA
30,MT,443,yy202304,-16.1
30,MT,443,yy202305,NA
30,MT,443,yy202306,-9.9
30,MT,443,yy202307,-5.4
30,MT,443,yy202308,NA
30,MT,443,yy202309,NA
30,MT,443,yy202310,2.6
30,MT,443,yy202311,-9.8
30,MT,443,yy202312,-12.6
30,MT,443,yy202401,-17.2
30,MT,443,yy202402,17.5
30,MT,443,yy202403,2.1
30,MT,443,yy202404,-10.5
30,MT,443,yy202405,8.2
30,MT,443,yy202406,4.9
30,MT,443,yy202407,-6
30,MT,443,yy202408,2.6
30,MT,443,yy202409,-10.3
30,MT,443,yy202410,-16.2
30,MT,444,yy201901,9.2
30,MT,444,yy201902,4.5
30,MT,444,yy201903,-0.4
30,MT,444,yy201904,5
30,MT,444,yy201905,-2.3
30,MT,444,yy201906,-1.6
30,MT,444,yy201907,3.5
30,MT,444,yy201908,-1.4
30,MT,444,yy201909,0.1
30,MT,444,yy201910,1.9
30,MT,444,yy201911,0.6
30,MT,444,yy201912,6.2
30,MT,444,yy202001,NA
30,MT,444,yy202002,NA
30,MT,444,yy202003,NA
30,MT,444,yy202004,NA
30,MT,444,yy202005,NA
30,MT,444,yy202006,NA
30,MT,444,yy202007,NA
30,MT,444,yy202008,NA
30,MT,444,yy202009,NA
30,MT,444,yy202010,NA
30,MT,444,yy202011,NA
30,MT,444,yy202012,NA
30,MT,444,yy202101,17.6
30,MT,444,yy202102,18.2
30,MT,444,yy202103,42.4
30,MT,444,yy202104,39.3
30,MT,444,yy202105,17.8
30,MT,444,yy202106,16.8
30,MT,444,yy202107,13
30,MT,444,yy202108,17
30,MT,444,yy202109,14.3
30,MT,444,yy202110,13.5
30,MT,444,yy202111,25.1
30,MT,444,yy202112,22
30,MT,444,yy202201,11.6
30,MT,444,yy202202,13
30,MT,444,yy202203,2.5
30,MT,444,yy202204,-1.8
30,MT,444,yy202205,NA
30,MT,444,yy202206,7.4
30,MT,444,yy202207,6.9
30,MT,444,yy202208,15.1
30,MT,444,yy202209,9.8
30,MT,444,yy202210,11.4
30,MT,444,yy202211,3.7
30,MT,444,yy202212,1.5
30,MT,444,yy202301,NA
30,MT,444,yy202302,NA
30,MT,444,yy202303,-14.8
30,MT,444,yy202304,-12.4
30,MT,444,yy202305,-7.8
30,MT,444,yy202306,-11.1
30,MT,444,yy202307,-10.5
30,MT,444,yy202308,-9.8
30,MT,444,yy202309,-12.1
30,MT,444,yy202310,-10.2
30,MT,444,yy202311,-8
30,MT,444,yy202312,-11.5
30,MT,444,yy202401,-1.9
30,MT,444,yy202402,3.3
30,MT,444,yy202403,-3.2
30,MT,444,yy202404,4.6
30,MT,444,yy202405,-1.9
30,MT,444,yy202406,-4.2
30,MT,444,yy202407,5.1
30,MT,444,yy202408,-4.1
30,MT,444,yy202409,0.5
30,MT,444,yy202410,6.1
30,MT,445,yy201901,4
30,MT,445,yy201902,2.5
30,MT,445,yy201903,-0.7
30,MT,445,yy201904,2.2
30,MT,445,yy201905,2.9
30,MT,445,yy201906,-2.7
30,MT,445,yy201907,3.6
30,MT,445,yy201908,4.8
30,MT,445,yy201909,5
30,MT,445,yy201910,8.8
30,MT,445,yy201911,9.9
30,MT,445,yy201912,6.5
30,MT,445,yy202001,9.9
30,MT,445,yy202002,13.1
30,MT,445,yy202003,38.6
30,MT,445,yy202004,24.8
30,MT,445,yy202005,28.5
30,MT,445,yy202006,23.2
30,MT,445,yy202007,21.2
30,MT,445,yy202008,18
30,MT,445,yy202009,22.6
30,MT,445,yy202010,19.6
30,MT,445,yy202011,10.9
30,MT,445,yy202012,15.5
30,MT,445,yy202101,17.6
30,MT,445,yy202102,13.6
30,MT,445,yy202103,-8.7
30,MT,445,yy202104,2.3
30,MT,445,yy202105,0.5
30,MT,445,yy202106,5.4
30,MT,445,yy202107,7.5
30,MT,445,yy202108,7.3
30,MT,445,yy202109,9.9
30,MT,445,yy202110,7.2
30,MT,445,yy202111,10.9
30,MT,445,yy202112,13.4
30,MT,445,yy202201,9.6
30,MT,445,yy202202,10.6
30,MT,445,yy202203,12.5
30,MT,445,yy202204,13.1
30,MT,445,yy202205,9.8
30,MT,445,yy202206,11.1
30,MT,445,yy202207,10.7
30,MT,445,yy202208,14.3
30,MT,445,yy202209,6.9
30,MT,445,yy202210,9.3
30,MT,445,yy202211,16.9
30,MT,445,yy202212,8.8
30,MT,445,yy202301,1.8
30,MT,445,yy202302,3
30,MT,445,yy202303,2.6
30,MT,445,yy202304,1.8
30,MT,445,yy202305,2.8
30,MT,445,yy202306,0.6
30,MT,445,yy202307,0
30,MT,445,yy202308,-0.3
30,MT,445,yy202309,2.3
30,MT,445,yy202310,-0.2
30,MT,445,yy202311,-5.2
30,MT,445,yy202312,-0.3
30,MT,445,yy202401,5.8
30,MT,445,yy202402,6
30,MT,445,yy202403,4
30,MT,445,yy202404,-0.1
30,MT,445,yy202405,3.5
30,MT,445,yy202406,3.4
30,MT,445,yy202407,2.6
30,MT,445,yy202408,3.3
30,MT,445,yy202409,1
30,MT,445,yy202410,3.7
30,MT,446,yy201901,6.6
30,MT,446,yy201902,9.5
30,MT,446,yy201903,1
30,MT,446,yy201904,2.5
30,MT,446,yy201905,1.6
30,MT,446,yy201906,-5.5
30,MT,446,yy201907,4.4
30,MT,446,yy201908,3.3
30,MT,446,yy201909,2.2
30,MT,446,yy201910,-0.7
30,MT,446,yy201911,-1.9
30,MT,446,yy201912,4.5
30,MT,446,yy202001,12.3
30,MT,446,yy202002,10.1
30,MT,446,yy202003,15.1
30,MT,446,yy202004,0.9
30,MT,446,yy202005,-2.4
30,MT,446,yy202006,14.6
30,MT,446,yy202007,10
30,MT,446,yy202008,4.2
30,MT,446,yy202009,14.4
30,MT,446,yy202010,10.4
30,MT,446,yy202011,7.1
30,MT,446,yy202012,12.1
30,MT,446,yy202101,4.4
30,MT,446,yy202102,4.5
30,MT,446,yy202103,10.8
30,MT,446,yy202104,24.7
30,MT,446,yy202105,20
30,MT,446,yy202106,17.8
30,MT,446,yy202107,10.5
30,MT,446,yy202108,15.8
30,MT,446,yy202109,11
30,MT,446,yy202110,8.5
30,MT,446,yy202111,16.1
30,MT,446,yy202112,11.8
30,MT,446,yy202201,5.3
30,MT,446,yy202202,5.6
30,MT,446,yy202203,-1.4
30,MT,446,yy202204,-1.8
30,MT,446,yy202205,2.6
30,MT,446,yy202206,0
30,MT,446,yy202207,-0.7
30,MT,446,yy202208,2
30,MT,446,yy202209,0.9
30,MT,446,yy202210,2.1
30,MT,446,yy202211,1.6
30,MT,446,yy202212,-2.4
30,MT,446,yy202301,14.7
30,MT,446,yy202302,13.7
30,MT,446,yy202303,14.6
30,MT,446,yy202304,13.9
30,MT,446,yy202305,17
30,MT,446,yy202306,15.1
30,MT,446,yy202307,13.3
30,MT,446,yy202308,14.6
30,MT,446,yy202309,15.1
30,MT,446,yy202310,20.8
30,MT,446,yy202311,16.2
30,MT,446,yy202312,17.5
30,MT,446,yy202401,4.5
30,MT,446,yy202402,4.7
30,MT,446,yy202403,0.1
30,MT,446,yy202404,0.2
30,MT,446,yy202405,0.6
30,MT,446,yy202406,-1.5
30,MT,446,yy202407,4.9
30,MT,446,yy202408,1.9
30,MT,446,yy202409,4.5
30,MT,446,yy202410,2.4
30,MT,447,yy201901,-10.6
30,MT,447,yy201902,-6.2
30,MT,447,yy201903,-1
30,MT,447,yy201904,14.2
30,MT,447,yy201905,-2.1
30,MT,447,yy201906,-5.6
30,MT,447,yy201907,2.8
30,MT,447,yy201908,-4.7
30,MT,447,yy201909,-4.9
30,MT,447,yy201910,-6
30,MT,447,yy201911,-2.8
30,MT,447,yy201912,6.4
30,MT,447,yy202001,3.6
30,MT,447,yy202002,-1.5
30,MT,447,yy202003,-20.1
30,MT,447,yy202004,-41.8
30,MT,447,yy202005,-34.6
30,MT,447,yy202006,-20.7
30,MT,447,yy202007,-18.5
30,MT,447,yy202008,-17.7
30,MT,447,yy202009,-13.7
30,MT,447,yy202010,-16.3
30,MT,447,yy202011,-19.7
30,MT,447,yy202012,-13.7
30,MT,447,yy202101,-10.4
30,MT,447,yy202102,-7
30,MT,447,yy202103,20.2
30,MT,447,yy202104,55.5
30,MT,447,yy202105,12.1
30,MT,447,yy202106,25.9
30,MT,447,yy202107,27.7
30,MT,447,yy202108,22.7
30,MT,447,yy202109,27.9
30,MT,447,yy202110,26.6
30,MT,447,yy202111,34.7
30,MT,447,yy202112,25.1
30,MT,447,yy202201,24.5
30,MT,447,yy202202,34.5
30,MT,447,yy202203,38.6
30,MT,447,yy202204,37.9
30,MT,447,yy202205,NA
30,MT,447,yy202206,43.4
30,MT,447,yy202207,34.9
30,MT,447,yy202208,30.2
30,MT,447,yy202209,11.9
30,MT,447,yy202210,17.5
30,MT,447,yy202211,13.1
30,MT,447,yy202212,3.4
30,MT,447,yy202301,4.4
30,MT,447,yy202302,-2.9
30,MT,447,yy202303,-15
30,MT,447,yy202304,-14.1
30,MT,447,yy202305,-23.1
30,MT,447,yy202306,-20.3
30,MT,447,yy202307,-19.9
30,MT,447,yy202308,-8.2
30,MT,447,yy202309,-1.7
30,MT,447,yy202310,-8
30,MT,447,yy202311,-9
30,MT,447,yy202312,-7.4
30,MT,447,yy202401,-8
30,MT,447,yy202402,-3.7
30,MT,447,yy202403,-2.1
30,MT,447,yy202404,2.5
30,MT,447,yy202405,4.4
30,MT,447,yy202406,-4.8
30,MT,447,yy202407,-2.1
30,MT,447,yy202408,-8.1
30,MT,447,yy202409,-10.1
30,MT,447,yy202410,-5.2
30,MT,448,yy201901,3.4
30,MT,448,yy201902,-1.5
30,MT,448,yy201903,3.1
30,MT,448,yy201904,6.5
30,MT,448,yy201905,2.5
30,MT,448,yy201906,4
30,MT,448,yy201907,2.3
30,MT,448,yy201908,2.5
30,MT,448,yy201909,1.1
30,MT,448,yy201910,6.4
30,MT,448,yy201911,4.8
30,MT,448,yy201912,9.9
30,MT,448,yy202001,-4.3
30,MT,448,yy202002,4.2
30,MT,448,yy202003,-49.8
30,MT,448,yy202004,-79.9
30,MT,448,yy202005,NA
30,MT,448,yy202006,-8.6
30,MT,448,yy202007,-16.9
30,MT,448,yy202008,-14.4
30,MT,448,yy202009,-3.8
30,MT,448,yy202010,-11.9
30,MT,448,yy202011,-14.6
30,MT,448,yy202012,-5.4
30,MT,448,yy202101,14.1
30,MT,448,yy202102,-3.2
30,MT,448,yy202103,154.4
30,MT,448,yy202104,491.1
30,MT,448,yy202105,58.2
30,MT,448,yy202106,37.9
30,MT,448,yy202107,51.5
30,MT,448,yy202108,33
30,MT,448,yy202109,31.3
30,MT,448,yy202110,40.9
30,MT,448,yy202111,47.3
30,MT,448,yy202112,24.3
30,MT,448,yy202201,6.3
30,MT,448,yy202202,24.6
30,MT,448,yy202203,-2.5
30,MT,448,yy202204,4.3
30,MT,448,yy202205,-0.6
30,MT,448,yy202206,-2.4
30,MT,448,yy202207,-4.4
30,MT,448,yy202208,0.1
30,MT,448,yy202209,-1.1
30,MT,448,yy202210,0.4
30,MT,448,yy202211,-3.4
30,MT,448,yy202212,-3.5
30,MT,448,yy202301,26.3
30,MT,448,yy202302,18.2
30,MT,448,yy202303,12.3
30,MT,448,yy202304,15.9
30,MT,448,yy202305,18.9
30,MT,448,yy202306,17.3
30,MT,448,yy202307,14.4
30,MT,448,yy202308,11.7
30,MT,448,yy202309,17
30,MT,448,yy202310,15
30,MT,448,yy202311,24.8
30,MT,448,yy202312,33.4
30,MT,448,yy202401,1.1
30,MT,448,yy202402,8.4
30,MT,448,yy202403,3.3
30,MT,448,yy202404,0.4
30,MT,448,yy202405,4.5
30,MT,448,yy202406,4
30,MT,448,yy202407,2.8
30,MT,448,yy202408,2.1
30,MT,448,yy202409,-0.2
30,MT,448,yy202410,5.8
30,MT,451,yy201901,-11
30,MT,451,yy201902,-8.1
30,MT,451,yy201903,-7.5
30,MT,451,yy201904,0.8
30,MT,451,yy201905,-4.4
30,MT,451,yy201906,3.2
30,MT,451,yy201907,5.7
30,MT,451,yy201908,6.5
30,MT,451,yy201909,8.4
30,MT,451,yy201910,19.1
30,MT,451,yy201911,2.4
30,MT,451,yy201912,11.2
30,MT,451,yy202001,20.7
30,MT,451,yy202002,27
30,MT,451,yy202003,3.7
30,MT,451,yy202004,NA
30,MT,451,yy202005,NA
30,MT,451,yy202006,NA
30,MT,451,yy202007,41.3
30,MT,451,yy202008,24.9
30,MT,451,yy202009,36.5
30,MT,451,yy202010,26.2
30,MT,451,yy202011,29.5
30,MT,451,yy202012,34.3
30,MT,451,yy202101,39.5
30,MT,451,yy202102,21.9
30,MT,451,yy202103,80
30,MT,451,yy202104,NA
30,MT,451,yy202105,NA
30,MT,451,yy202106,13
30,MT,451,yy202107,8.7
30,MT,451,yy202108,13.3
30,MT,451,yy202109,9.5
30,MT,451,yy202110,13.8
30,MT,451,yy202111,24.9
30,MT,451,yy202112,16.4
30,MT,451,yy202201,-5.4
30,MT,451,yy202202,12.4
30,MT,451,yy202203,-5.4
30,MT,451,yy202204,-10.7
30,MT,451,yy202205,-0.8
30,MT,451,yy202206,-1.4
30,MT,451,yy202207,5.5
30,MT,451,yy202208,4.4
30,MT,451,yy202209,3.9
30,MT,451,yy202210,2.7
30,MT,451,yy202211,1.5
30,MT,451,yy202212,5.2
30,MT,451,yy202301,8.9
30,MT,451,yy202302,-2.3
30,MT,451,yy202303,-2.7
30,MT,451,yy202304,5.1
30,MT,451,yy202305,3.4
30,MT,451,yy202306,-1.8
30,MT,451,yy202307,-2.7
30,MT,451,yy202308,3.9
30,MT,451,yy202309,0.7
30,MT,451,yy202310,3
30,MT,451,yy202311,1.7
30,MT,451,yy202312,-5.5
30,MT,451,yy202401,0.9
30,MT,451,yy202402,7.2
30,MT,451,yy202403,-1.1
30,MT,451,yy202404,-9.9
30,MT,451,yy202405,-4.1
30,MT,451,yy202406,-3.7
30,MT,451,yy202407,-2.2
30,MT,451,yy202408,-3.2
30,MT,451,yy202409,-3.9
30,MT,451,yy202410,-8.8
30,MT,452,yy201901,7.8
30,MT,452,yy201902,-2.2
30,MT,452,yy201903,2.1
30,MT,452,yy201904,4.9
30,MT,452,yy201905,2.1
30,MT,452,yy201906,3.1
30,MT,452,yy201907,5.5
30,MT,452,yy201908,4.1
30,MT,452,yy201909,0.3
30,MT,452,yy201910,3.1
30,MT,452,yy201911,0.2
30,MT,452,yy201912,1.9
30,MT,452,yy202001,-4.2
30,MT,452,yy202002,8
30,MT,452,yy202003,-7.2
30,MT,452,yy202004,-32.1
30,MT,452,yy202005,NA
30,MT,452,yy202006,-13.7
30,MT,452,yy202007,-13.9
30,MT,452,yy202008,-19.6
30,MT,452,yy202009,-16.5
30,MT,452,yy202010,-12.1
30,MT,452,yy202011,-21.4
30,MT,452,yy202012,-15.7
30,MT,452,yy202101,3.9
30,MT,452,yy202102,-5
30,MT,452,yy202103,7.4
30,MT,452,yy202104,52.8
30,MT,452,yy202105,43.8
30,MT,452,yy202106,21.4
30,MT,452,yy202107,20
30,MT,452,yy202108,NA
30,MT,452,yy202109,18.4
30,MT,452,yy202110,18.5
30,MT,452,yy202111,18.9
30,MT,452,yy202112,11.6
30,MT,452,yy202201,20.6
30,MT,452,yy202202,27.2
30,MT,452,yy202203,19
30,MT,452,yy202204,17.1
30,MT,452,yy202205,11.8
30,MT,452,yy202206,18
30,MT,452,yy202207,20.5
30,MT,452,yy202208,11.3
30,MT,452,yy202209,25.1
30,MT,452,yy202210,18
30,MT,452,yy202211,21
30,MT,452,yy202212,16.5
30,MT,452,yy202301,-0.2
30,MT,452,yy202302,-1.4
30,MT,452,yy202303,0
30,MT,452,yy202304,4.7
30,MT,452,yy202305,6.8
30,MT,452,yy202306,1.3
30,MT,452,yy202307,0
30,MT,452,yy202308,-3
30,MT,452,yy202309,1.2
30,MT,452,yy202310,3.3
30,MT,452,yy202311,7.6
30,MT,452,yy202312,10.3
30,MT,452,yy202401,1.5
30,MT,452,yy202402,9.1
30,MT,452,yy202403,8.8
30,MT,452,yy202404,-2.8
30,MT,452,yy202405,-1.7
30,MT,452,yy202406,1
30,MT,452,yy202407,2.9
30,MT,452,yy202408,9.3
30,MT,452,yy202409,1.5
30,MT,452,yy202410,2.8
30,MT,453,yy201901,-6.6
30,MT,453,yy201902,3.6
30,MT,453,yy201903,9.3
30,MT,453,yy201904,4.5
30,MT,453,yy201905,3.2
30,MT,453,yy201906,1.8
30,MT,453,yy201907,9.7
30,MT,453,yy201908,7.9
30,MT,453,yy201909,6.3
30,MT,453,yy201910,3.6
30,MT,453,yy201911,14
30,MT,453,yy201912,12.3
30,MT,453,yy202001,14.2
30,MT,453,yy202002,39
30,MT,453,yy202003,7
30,MT,453,yy202004,-24.3
30,MT,453,yy202005,-15.4
30,MT,453,yy202006,5.1
30,MT,453,yy202007,12
30,MT,453,yy202008,2.2
30,MT,453,yy202009,9.5
30,MT,453,yy202010,4.3
30,MT,453,yy202011,0.1
30,MT,453,yy202012,11.7
30,MT,453,yy202101,27.4
30,MT,453,yy202102,21.6
30,MT,453,yy202103,57.2
30,MT,453,yy202104,104.1
30,MT,453,yy202105,59.1
30,MT,453,yy202106,47.9
30,MT,453,yy202107,33.6
30,MT,453,yy202108,37
30,MT,453,yy202109,36.4
30,MT,453,yy202110,31.4
30,MT,453,yy202111,34
30,MT,453,yy202112,21.1
30,MT,453,yy202201,11.8
30,MT,453,yy202202,21.7
30,MT,453,yy202203,3.8
30,MT,453,yy202204,6.6
30,MT,453,yy202205,18.3
30,MT,453,yy202206,6.3
30,MT,453,yy202207,4
30,MT,453,yy202208,7.2
30,MT,453,yy202209,5.8
30,MT,453,yy202210,10.3
30,MT,453,yy202211,-1.2
30,MT,453,yy202212,0.1
30,MT,453,yy202301,25
30,MT,453,yy202302,8.5
30,MT,453,yy202303,7.5
30,MT,453,yy202304,9.7
30,MT,453,yy202305,8.2
30,MT,453,yy202306,11.7
30,MT,453,yy202307,7
30,MT,453,yy202308,1.7
30,MT,453,yy202309,9.6
30,MT,453,yy202310,11.2
30,MT,453,yy202311,17.7
30,MT,453,yy202312,15.5
30,MT,453,yy202401,1.7
30,MT,453,yy202402,5.5
30,MT,453,yy202403,6.5
30,MT,453,yy202404,11
30,MT,453,yy202405,7
30,MT,453,yy202406,3.4
30,MT,453,yy202407,8.9
30,MT,453,yy202408,10.8
30,MT,453,yy202409,5.8
30,MT,453,yy202410,6.7
30,MT,TOTAL,yy201901,0.3
30,MT,TOTAL,yy201902,-0.7
30,MT,TOTAL,yy201903,0.4
30,MT,TOTAL,yy201904,5.2
30,MT,TOTAL,yy201905,0.3
30,MT,TOTAL,yy201906,-1
30,MT,TOTAL,yy201907,4.4
30,MT,TOTAL,yy201908,2.7
30,MT,TOTAL,yy201909,2.2
30,MT,TOTAL,yy201910,3.2
30,MT,TOTAL,yy201911,3.1
30,MT,TOTAL,yy201912,4.9
30,MT,TOTAL,yy202001,7.1
30,MT,TOTAL,yy202002,10.7
30,MT,TOTAL,yy202003,-3.4
30,MT,TOTAL,yy202004,-17.5
30,MT,TOTAL,yy202005,-2.3
30,MT,TOTAL,yy202006,7.7
30,MT,TOTAL,yy202007,5.8
30,MT,TOTAL,yy202008,2.3
30,MT,TOTAL,yy202009,8.1
30,MT,TOTAL,yy202010,5.8
30,MT,TOTAL,yy202011,-0.4
30,MT,TOTAL,yy202012,6.7
30,MT,TOTAL,yy202101,10.7
30,MT,TOTAL,yy202102,7.4
30,MT,TOTAL,yy202103,34.4
30,MT,TOTAL,yy202104,56.9
30,MT,TOTAL,yy202105,24.3
30,MT,TOTAL,yy202106,20.2
30,MT,TOTAL,yy202107,17.3
30,MT,TOTAL,yy202108,17.2
30,MT,TOTAL,yy202109,16.8
30,MT,TOTAL,yy202110,16.1
30,MT,TOTAL,yy202111,23.3
30,MT,TOTAL,yy202112,16.7
30,MT,TOTAL,yy202201,13.3
30,MT,TOTAL,yy202202,18.9
30,MT,TOTAL,yy202203,10
30,MT,TOTAL,yy202204,8.3
30,MT,TOTAL,yy202205,11.9
30,MT,TOTAL,yy202206,10.8
30,MT,TOTAL,yy202207,9.9
30,MT,TOTAL,yy202208,12.6
30,MT,TOTAL,yy202209,8.5
30,MT,TOTAL,yy202210,8.6
30,MT,TOTAL,yy202211,6.1
30,MT,TOTAL,yy202212,2.5
30,MT,TOTAL,yy202301,2.6
30,MT,TOTAL,yy202302,-0.4
30,MT,TOTAL,yy202303,-3.6
30,MT,TOTAL,yy202304,-3.3
30,MT,TOTAL,yy202305,-1.9
30,MT,TOTAL,yy202306,-3.7
30,MT,TOTAL,yy202307,-4
30,MT,TOTAL,yy202308,-2.8
30,MT,TOTAL,yy202309,0.2
30,MT,TOTAL,yy202310,-1.2
30,MT,TOTAL,yy202311,0.5
30,MT,TOTAL,yy202312,1.5
30,MT,TOTAL,yy202401,-0.5
30,MT,TOTAL,yy202402,4.7
30,MT,TOTAL,yy202403,0.2
30,MT,TOTAL,yy202404,1.5
30,MT,TOTAL,yy202405,2.3
30,MT,TOTAL,yy202406,-1.6
30,MT,TOTAL,yy202407,3.5
30,MT,TOTAL,yy202408,1.5
30,MT,TOTAL,yy202409,-1.6
30,MT,TOTAL,yy202410,3.4
31,NE,441,yy201901,12.9
31,NE,441,yy201902,13.1
31,NE,441,yy201903,16.2
31,NE,441,yy201904,3.8
31,NE,441,yy201905,1.4
31,NE,441,yy201906,-0.2
31,NE,441,yy201907,4.8
31,NE,441,yy201908,6.8
31,NE,441,yy201909,6.5
31,NE,441,yy201910,6.1
31,NE,441,yy201911,7.9
31,NE,441,yy201912,2.9
31,NE,441,yy202001,8.5
31,NE,441,yy202002,11.3
31,NE,441,yy202003,-22.9
31,NE,441,yy202004,-29.8
31,NE,441,yy202005,-10.5
31,NE,441,yy202006,-1.3
31,NE,441,yy202007,10.9
31,NE,441,yy202008,8.3
31,NE,441,yy202009,16.4
31,NE,441,yy202010,14.2
31,NE,441,yy202011,2.6
31,NE,441,yy202012,16.8
31,NE,441,yy202101,21.5
31,NE,441,yy202102,17.1
31,NE,441,yy202103,93
31,NE,441,yy202104,126.5
31,NE,441,yy202105,57.6
31,NE,441,yy202106,50.8
31,NE,441,yy202107,24.3
31,NE,441,yy202108,12.4
31,NE,441,yy202109,15.6
31,NE,441,yy202110,15.4
31,NE,441,yy202111,27.9
31,NE,441,yy202112,15.8
31,NE,441,yy202201,-7.6
31,NE,441,yy202202,-6.7
31,NE,441,yy202203,-10.3
31,NE,441,yy202204,-13.5
31,NE,441,yy202205,-14.8
31,NE,441,yy202206,-11.3
31,NE,441,yy202207,-11.7
31,NE,441,yy202208,1.3
31,NE,441,yy202209,-2.6
31,NE,441,yy202210,-2.7
31,NE,441,yy202211,-9.1
31,NE,441,yy202212,-7.4
