city,year,population
Sulphur Springs,2013,15633
Sulphur Springs,2014,15772
Sulphur Springs,2015,15855
Sulphur Springs,2016,15915
Sulphur Springs,2017,15996
Sulphur Springs,2018,16085
Sulphur Springs,2019,16234
Sundown,2010,1392
Sundown,2011,1396
Sundown,2012,1404
Sundown,2013,1427
Sundown,2014,1424
Sundown,2015,1415
Sundown,2016,1405
Sundown,2017,1408
Sundown,2018,1409
Sundown,2019,1425
Sunnyvale,2010,5202
Sunnyvale,2011,5412
Sunnyvale,2012,5555
Sunnyvale,2013,5717
Sunnyvale,2014,5835
Sunnyvale,2015,6121
Sunnyvale,2016,6246
Sunnyvale,2017,6498
Sunnyvale,2018,6655
Sunnyvale,2019,6841
Sunray,2010,1934
Sunray,2011,1936
Sunray,2012,1962
Sunray,2013,1920
Sunray,2014,1903
Sunray,2015,1880
Sunray,2016,1868
Sunray,2017,1864
Sunray,2018,1817
Sunray,2019,1812
Sunrise Beach Village,2010,715
Sunrise Beach Village,2011,693
Sunrise Beach Village,2012,702
Sunrise Beach Village,2013,715
Sunrise Beach Village,2014,720
Sunrise Beach Village,2015,734
Sunrise Beach Village,2016,759
Sunrise Beach Village,2017,779
Sunrise Beach Village,2018,793
Sunrise Beach Village,2019,796
Sunset Valley,2010,650
Sunset Valley,2011,665
Sunset Valley,2012,684
Sunset Valley,2013,683
Sunset Valley,2014,694
Sunset Valley,2015,694
Sunset Valley,2016,694
Sunset Valley,2017,688
Sunset Valley,2018,678
Sunset Valley,2019,672
Sun Valley,2010,76
Sun Valley,2011,76
Sun Valley,2012,78
Sun Valley,2013,77
Sun Valley,2014,79
Sun Valley,2015,79
Sun Valley,2016,79
Sun Valley,2017,81
Sun Valley,2018,83
Sun Valley,2019,83
Surfside Beach,2010,482
Surfside Beach,2011,487
Surfside Beach,2012,494
Surfside Beach,2013,511
Surfside Beach,2014,527
Surfside Beach,2015,540
Surfside Beach,2016,556
Surfside Beach,2017,567
Surfside Beach,2018,577
Surfside Beach,2019,579
Sweeny,2010,3725
Sweeny,2011,3722
Sweeny,2012,3726
Sweeny,2013,3721
Sweeny,2014,3750
Sweeny,2015,3741
Sweeny,2016,3738
Sweeny,2017,3752
Sweeny,2018,3732
Sweeny,2019,3717
Sweetwater,2010,10934
Sweetwater,2011,10853
Sweetwater,2012,10694
Sweetwater,2013,10787
Sweetwater,2014,10818
Sweetwater,2015,10799
Sweetwater,2016,10738
Sweetwater,2017,10592
Sweetwater,2018,10542
Sweetwater,2019,10469
Taft,2010,3038
Taft,2011,3022
Taft,2012,3042
Taft,2013,3061
Taft,2014,3065
Taft,2015,3072
Taft,2016,2999
Taft,2017,2937
Taft,2018,2901
Taft,2019,2867
Tahoka,2010,2672
Tahoka,2011,2657
Tahoka,2012,2612
Tahoka,2013,2576
Tahoka,2014,2602
Tahoka,2015,2573
Tahoka,2016,2583
Tahoka,2017,2605
Tahoka,2018,2610
Tahoka,2019,2649
Talco,2010,517
Talco,2011,515
Talco,2012,515
Talco,2013,513
Talco,2014,510
Talco,2015,507
Talco,2016,499
Talco,2017,500
Talco,2018,499
Talco,2019,497
Talty,2010,1884
Talty,2011,1899
Talty,2012,1919
Talty,2013,1945
Talty,2014,1996
Talty,2015,2097
Talty,2016,2281
Talty,2017,2425
Talty,2018,2597
Talty,2019,2760
Tatum,2010,1386
Tatum,2011,1397
Tatum,2012,1401
Tatum,2013,1391
Tatum,2014,1389
Tatum,2015,1386
Tatum,2016,1380
Tatum,2017,1380
Tatum,2018,1381
Tatum,2019,1384
Taylor,2010,15378
Taylor,2011,15776
Taylor,2012,16054
Taylor,2013,16184
Taylor,2014,16428
Taylor,2015,16643
Taylor,2016,16831
Taylor,2017,17012
Taylor,2018,17185
Taylor,2019,17383
Taylor Lake Village,2010,3563
Taylor Lake Village,2011,3600
Taylor Lake Village,2012,3633
Taylor Lake Village,2013,3648
Taylor Lake Village,2014,3664
Taylor Lake Village,2015,3673
Taylor Lake Village,2016,3659
Taylor Lake Village,2017,3638
Taylor Lake Village,2018,3609
Taylor Lake Village,2019,3571
Taylor Landing,2010,228
Taylor Landing,2011,228
Taylor Landing,2012,228
Taylor Landing,2013,228
Taylor Landing,2014,227
Taylor Landing,2015,232
Taylor Landing,2016,237
Taylor Landing,2017,243
Taylor Landing,2018,241
Taylor Landing,2019,240
Teague,2010,3554
Teague,2011,3520
Teague,2012,3512
Teague,2013,3544
Teague,2014,3559
Teague,2015,3555
Teague,2016,3529
Teague,2017,3511
Teague,2018,3532
Teague,2019,3515
Tehuacana,2010,284
Tehuacana,2011,285
Tehuacana,2012,285
Tehuacana,2013,282
Tehuacana,2014,282
Tehuacana,2015,281
Tehuacana,2016,282
Tehuacana,2017,280
Tehuacana,2018,279
Tehuacana,2019,279
Temple,2010,66614
Temple,2011,67124
Temple,2012,68756
Temple,2013,69544
Temple,2014,70199
Temple,2015,71786
Temple,2016,73003
Temple,2017,74377
Temple,2018,76165
Temple,2019,78439
Tenaha,2010,1157
Tenaha,2011,1168
Tenaha,2012,1182
Tenaha,2013,1177
Tenaha,2014,1160
Tenaha,2015,1149
Tenaha,2016,1158
Tenaha,2017,1144
Tenaha,2018,1149
Tenaha,2019,1146
Terrell,2010,16115
Terrell,2011,16171
Terrell,2012,16273
Terrell,2013,16366
Terrell,2014,16628
Terrell,2015,17014
Terrell,2016,17397
Terrell,2017,17915
Terrell,2018,18184
Terrell,2019,18869
Terrell Hills,2010,4894
Terrell Hills,2011,4950
Terrell Hills,2012,5023
Terrell Hills,2013,5087
Terrell Hills,2014,5202
Terrell Hills,2015,5259
Terrell Hills,2016,5349
Terrell Hills,2017,5400
Terrell Hills,2018,5418
Terrell Hills,2019,5447
Texarkana,2010,36449
Texarkana,2011,36652
Texarkana,2012,36920
Texarkana,2013,37063
Texarkana,2014,36847
Texarkana,2015,36722
Texarkana,2016,36831
Texarkana,2017,36859
Texarkana,2018,36661
Texarkana,2019,36317
Texas City,2010,45284
Texas City,2011,45179
Texas City,2012,45577
Texas City,2013,45900
Texas City,2014,46383
Texas City,2015,47299
Texas City,2016,47994
Texas City,2017,48417
Texas City,2018,49078
Texas City,2019,50094
Texhoma,2010,344
Texhoma,2011,341
Texhoma,2012,342
Texhoma,2013,344
Texhoma,2014,341
Texhoma,2015,339
Texhoma,2016,338
Texhoma,2017,332
Texhoma,2018,334
Texhoma,2019,323
Texline,2010,511
Texline,2011,513
Texline,2012,527
Texline,2013,529
Texline,2014,536
Texline,2015,542
Texline,2016,544
Texline,2017,537
Texline,2018,540
Texline,2019,539
The Colony,2010,36546
The Colony,2011,37090
The Colony,2012,39005
The Colony,2013,39341
The Colony,2014,41269
The Colony,2015,41654
The Colony,2016,42446
The Colony,2017,42903
The Colony,2018,43602
The Colony,2019,44438
The Hills village,2010,2448
The Hills village,2011,2504
The Hills village,2012,2559
The Hills village,2013,2558
The Hills village,2014,2563
The Hills village,2015,2565
The Hills village,2016,2559
The Hills village,2017,2546
The Hills village,2018,2515
The Hills village,2019,2487
Thompsons,2010,221
Thompsons,2011,230
Thompsons,2012,242
Thompsons,2013,255
Thompsons,2014,273
Thompsons,2015,289
Thompsons,2016,307
Thompsons,2017,322
Thompsons,2018,336
Thompsons,2019,350
Thorndale,2010,1289
Thorndale,2011,1285
Thorndale,2012,1256
Thorndale,2013,1256
Thorndale,2014,1254
Thorndale,2015,1261
Thorndale,2016,1279
Thorndale,2017,1297
Thorndale,2018,1306
Thorndale,2019,1302
Thornton,2010,528
Thornton,2011,530
Thornton,2012,532
Thornton,2013,526
Thornton,2014,529
Thornton,2015,525
Thornton,2016,527
Thornton,2017,524
Thornton,2018,523
Thornton,2019,524
Thorntonville,2010,473
Thorntonville,2011,478
Thorntonville,2012,484
Thorntonville,2013,502
Thorntonville,2014,517
Thorntonville,2015,520
Thorntonville,2016,515
Thorntonville,2017,508
Thorntonville,2018,526
Thorntonville,2019,541
Thrall,2010,843
Thrall,2011,869
Thrall,2012,885
Thrall,2013,897
Thrall,2014,910
Thrall,2015,926
Thrall,2016,934
Thrall,2017,943
Thrall,2018,954
Thrall,2019,977
Three Rivers,2010,1850
Three Rivers,2011,1834
Three Rivers,2012,1851
Three Rivers,2013,1893
Three Rivers,2014,1939
Three Rivers,2015,1951
Three Rivers,2016,1920
Three Rivers,2017,1943
Three Rivers,2018,1937
Three Rivers,2019,1949
Throckmorton,2010,838
Throckmorton,2011,838
Throckmorton,2012,822
Throckmorton,2013,820
Throckmorton,2014,823
Throckmorton,2015,794
Throckmorton,2016,782
Throckmorton,2017,768
Throckmorton,2018,764
Throckmorton,2019,761
Tiki Island village,2010,970
Tiki Island village,2011,973
Tiki Island village,2012,978
Tiki Island village,2013,988
Tiki Island village,2014,1003
Tiki Island village,2015,1020
Tiki Island village,2016,1045
Tiki Island village,2017,1061
Tiki Island village,2018,1065
Tiki Island village,2019,1065
Timbercreek Canyon village,2010,419
Timbercreek Canyon village,2011,426
Timbercreek Canyon village,2012,429
Timbercreek Canyon village,2013,431
Timbercreek Canyon village,2014,435
Timbercreek Canyon village,2015,442
Timbercreek Canyon village,2016,449
Timbercreek Canyon village,2017,458
Timbercreek Canyon village,2018,462
Timbercreek Canyon village,2019,471
Timpson,2010,1154
Timpson,2011,1167
Timpson,2012,1180
Timpson,2013,1175
Timpson,2014,1156
Timpson,2015,1142
Timpson,2016,1152
Timpson,2017,1134
Timpson,2018,1136
Timpson,2019,1134
Tioga,2010,817
Tioga,2011,820
Tioga,2012,824
Tioga,2013,827
Tioga,2014,838
Tioga,2015,876
Tioga,2016,938
Tioga,2017,984
Tioga,2018,1007
Tioga,2019,1051
Tira,2010,298
Tira,2011,298
Tira,2012,300
Tira,2013,297
Tira,2014,299
Tira,2015,303
Tira,2016,305
Tira,2017,308
Tira,2018,312
Tira,2019,313
Toco,2010,76
Toco,2011,76
Toco,2012,75
Toco,2013,75
Toco,2014,75
Toco,2015,75
Toco,2016,75
Toco,2017,77
Toco,2018,77
Toco,2019,76
Todd Mission,2010,107
Todd Mission,2011,107
Todd Mission,2012,104
Todd Mission,2013,104
Todd Mission,2014,107
Todd Mission,2015,108
Todd Mission,2016,109
Todd Mission,2017,113
Todd Mission,2018,113
Todd Mission,2019,114
Tolar,2010,687
Tolar,2011,697
Tolar,2012,711
Tolar,2013,721
Tolar,2014,775
Tolar,2015,823
Tolar,2016,875
Tolar,2017,908
Tolar,2018,953
Tolar,2019,1004
Tomball,2010,10732
Tomball,2011,10878
Tomball,2012,11007
Tomball,2013,11128
Tomball,2014,11401
Tomball,2015,11622
Tomball,2016,11675
Tomball,2017,11658
Tomball,2018,11696
Tomball,2019,11778
Tom Bean,2010,1042
Tom Bean,2011,1036
Tom Bean,2012,1037
Tom Bean,2013,1038
Tom Bean,2014,1042
Tom Bean,2015,1051
Tom Bean,2016,1064
Tom Bean,2017,1071
Tom Bean,2018,1075
Tom Bean,2019,1081
Tool,2010,2229
Tool,2011,2233
Tool,2012,2239
Tool,2013,2218
Tool,2014,2239
Tool,2015,2238
Tool,2016,2247
Tool,2017,2263
Tool,2018,2288
Tool,2019,2302
Toyah,2010,90
Toyah,2011,90
Toyah,2012,92
Toyah,2013,94
Toyah,2014,96
Toyah,2015,100
Toyah,2016,101
Toyah,2017,102
Toyah,2018,105
Toyah,2019,108
Trent,2010,338
Trent,2011,339
Trent,2012,343
Trent,2013,341
Trent,2014,344
Trent,2015,345
Trent,2016,345
Trent,2017,345
Trent,2018,348
Trent,2019,349
Trenton,2010,639
Trenton,2011,636
Trenton,2012,631
Trenton,2013,625
Trenton,2014,625
Trenton,2015,620
Trenton,2016,631
Trenton,2017,644
Trenton,2018,673
Trenton,2019,683
Trinidad,2010,886
Trinidad,2011,882
Trinidad,2012,878
Trinidad,2013,866
Trinidad,2014,869
Trinidad,2015,864
Trinidad,2016,864
Trinidad,2017,868
Trinidad,2018,871
Trinidad,2019,870
Trinity,2010,2795
Trinity,2011,2784
Trinity,2012,2723
Trinity,2013,2730
Trinity,2014,2708
Trinity,2015,2758
Trinity,2016,2744
Trinity,2017,2767
Trinity,2018,2768
Trinity,2019,2756
Trophy Club,2010,8178
Trophy Club,2011,8832
Trophy Club,2012,9642
Trophy Club,2013,10443
Trophy Club,2014,11216
Trophy Club,2015,11721
Trophy Club,2016,12155
Trophy Club,2017,12373
Trophy Club,2018,12410
Trophy Club,2019,12451
Troup,2010,1883
Troup,2011,1899
Troup,2012,1910
Troup,2013,1913
Troup,2014,1933
Troup,2015,1967
Troup,2016,1982
Troup,2017,1995
Troup,2018,2012
Troup,2019,2044
Troy,2010,1661
Troy,2011,1675
Troy,2012,1704
Troy,2013,1721
Troy,2014,1744
Troy,2015,1834
Troy,2016,1909
Troy,2017,1977
Troy,2018,1994
Troy,2019,2016
Tulia,2010,5001
Tulia,2011,4916
Tulia,2012,4950
Tulia,2013,4872
Tulia,2014,4769
Tulia,2015,4717
Tulia,2016,4686
Tulia,2017,4687
Tulia,2018,4667
Tulia,2019,4655
Turkey,2010,422
Turkey,2011,417
Turkey,2012,412
Turkey,2013,400
Turkey,2014,387
Turkey,2015,390
Turkey,2016,394
Turkey,2017,387
Turkey,2018,386
Turkey,2019,378
Tuscola,2010,734
Tuscola,2011,734
Tuscola,2012,736
Tuscola,2013,731
Tuscola,2014,736
Tuscola,2015,739
Tuscola,2016,734
Tuscola,2017,737
Tuscola,2018,738
Tuscola,2019,739
Tye,2010,1232
Tye,2011,1240
Tye,2012,1251
Tye,2013,1256
Tye,2014,1276
Tye,2015,1291
Tye,2016,1289
Tye,2017,1298
Tye,2018,1319
Tye,2019,1333
Tyler,2010,97140
Tyler,2011,98015
Tyler,2012,98941
Tyler,2013,99730
Tyler,2014,101557
Tyler,2015,102712
Tyler,2016,103904
Tyler,2017,104738
Tyler,2018,105668
Tyler,2019,106985
Uhland,2010,1023
Uhland,2011,1035
Uhland,2012,1050
Uhland,2013,1072
Uhland,2014,1086
Uhland,2015,1110
Uhland,2016,1132
Uhland,2017,1164
Uhland,2018,1249
Uhland,2019,1294
Uncertain,2010,94
Uncertain,2011,95
Uncertain,2012,94
Uncertain,2013,93
Uncertain,2014,94
Uncertain,2015,94
Uncertain,2016,93
Uncertain,2017,93
Uncertain,2018,93
Uncertain,2019,92
Union Grove,2010,359
Union Grove,2011,362
Union Grove,2012,365
Union Grove,2013,362
Union Grove,2014,368
Union Grove,2015,370
Union Grove,2016,372
Union Grove,2017,377
Union Grove,2018,378
Union Grove,2019,385
Union Valley,2010,311
Union Valley,2011,312
Union Valley,2012,314
Union Valley,2013,314
Union Valley,2014,327
Union Valley,2015,340
Union Valley,2016,363
Union Valley,2017,371
Union Valley,2018,379
Union Valley,2019,398
Universal City,2010,18594
Universal City,2011,18882
Universal City,2012,19170
Universal City,2013,19381
Universal City,2014,19709
Universal City,2015,19928
Universal City,2016,20322
Universal City,2017,20503
Universal City,2018,20699
Universal City,2019,20890
University Park,2010,23106
University Park,2011,23406
University Park,2012,23828
University Park,2013,24055
University Park,2014,24425
University Park,2015,24799
University Park,2016,25071
University Park,2017,25228
University Park,2018,25100
University Park,2019,24985
Uvalde,2010,15773
Uvalde,2011,15858
Uvalde,2012,16058
Uvalde,2013,16166
Uvalde,2014,16238
Uvalde,2015,16171
Uvalde,2016,16283
Uvalde,2017,16236
Uvalde,2018,16048
Uvalde,2019,16001
Valentine,2010,134
Valentine,2011,130
Valentine,2012,131
Valentine,2013,128
Valentine,2014,127
Valentine,2015,127
Valentine,2016,129
Valentine,2017,132
Valentine,2018,132
Valentine,2019,133
Valley Mills,2010,1206
Valley Mills,2011,1208
Valley Mills,2012,1193
Valley Mills,2013,1171
Valley Mills,2014,1158
Valley Mills,2015,1167
Valley Mills,2016,1171
Valley Mills,2017,1184
Valley Mills,2018,1177
Valley Mills,2019,1180
Valley View,2010,758
Valley View,2011,760
Valley View,2012,765
Valley View,2013,755
Valley View,2014,757
Valley View,2015,763
Valley View,2016,772
Valley View,2017,794
Valley View,2018,830
Valley View,2019,845
Van,2010,2636
Van,2011,2637
Van,2012,2627
Van,2013,2630
Van,2014,2635
Van,2015,2592
Van,2016,2629
Van,2017,2668
Van,2018,2711
Van,2019,2741
Van Alstyne,2010,3064
Van Alstyne,2011,3063
Van Alstyne,2012,3082
Van Alstyne,2013,3101
Van Alstyne,2014,3217
Van Alstyne,2015,3344
Van Alstyne,2016,3594
Van Alstyne,2017,3956
Van Alstyne,2018,4235
Van Alstyne,2019,4378
Van Horn,2010,2071
Van Horn,2011,2061
Van Horn,2012,1995
Van Horn,2013,1985
Van Horn,2014,1967
Van Horn,2015,1942
Van Horn,2016,1913
Van Horn,2017,1921
Van Horn,2018,1889
Van Horn,2019,1870
Vega,2010,884
Vega,2011,898
Vega,2012,885
Vega,2013,909
Vega,2014,898
Vega,2015,895
Vega,2016,905
Vega,2017,922
Vega,2018,928
Vega,2019,924
Venus,2010,2926
Venus,2011,2968
Venus,2012,3019
Venus,2013,3064
Venus,2014,3154
Venus,2015,3224
Venus,2016,3398
Venus,2017,3535
Venus,2018,3810
Venus,2019,4368
Vernon,2010,10979
Vernon,2011,10928
Vernon,2012,10787
Vernon,2013,10715
Vernon,2014,10537
Vernon,2015,10582
Vernon,2016,10436
Vernon,2017,10269
Vernon,2018,10338
Vernon,2019,10323
Victoria,2010,62675
Victoria,2011,63113
Victoria,2012,64244
Victoria,2013,64964
Victoria,2014,65904
Victoria,2015,67154
Victoria,2016,67346
Victoria,2017,67019
Victoria,2018,66835
Victoria,2019,66916
Vidor,2010,10711
Vidor,2011,10737
Vidor,2012,10918
Vidor,2013,10880
Vidor,2014,10918
Vidor,2015,10924
Vidor,2016,10915
Vidor,2017,10911
Vidor,2018,10565
Vidor,2019,10403
Vinton village,2010,1986
Vinton village,2011,2011
Vinton village,2012,2031
Vinton village,2013,2019
Vinton village,2014,2016
Vinton village,2015,2019
Vinton village,2016,2024
Vinton village,2017,2018
Vinton village,2018,2016
Vinton village,2019,2022
Volente village,2010,524
Volente village,2011,544
Volente village,2012,563
Volente village,2013,570
Volente village,2014,576
Volente village,2015,583
Volente village,2016,592
Volente village,2017,594
Volente village,2018,593
Volente village,2019,599
Von Ormy,2010,1105
Von Ormy,2011,1123
Von Ormy,2012,1142
Von Ormy,2013,1165
Von Ormy,2014,1193
Von Ormy,2015,1220
Von Ormy,2016,1245
Von Ormy,2017,1262
Von Ormy,2018,1276
Von Ormy,2019,1287
Waco,2010,125377
Waco,2011,126443
Waco,2012,127494
Waco,2013,129011
Waco,2014,129860
Waco,2015,131801
Waco,2016,133421
Waco,2017,136939
Waco,2018,137886
Waco,2019,139236
Waelder,2010,1064
Waelder,2011,1064
Waelder,2012,1077
Waelder,2013,1089
Waelder,2014,1101
Waelder,2015,1108
Waelder,2016,1123
Waelder,2017,1122
Waelder,2018,1128
Waelder,2019,1133
Wake Village,2010,5491
Wake Village,2011,5474
Wake Village,2012,5447
Wake Village,2013,5460
Wake Village,2014,5442
Wake Village,2015,5430
Wake Village,2016,5409
Wake Village,2017,5401
Wake Village,2018,5376
Wake Village,2019,5327
Waller,2010,2335
Waller,2011,2350
Waller,2012,2358
Waller,2013,2386
Waller,2014,2436
Waller,2015,2513
Waller,2016,2755
Waller,2017,3366
Waller,2018,3440
Waller,2019,3488
Wallis,2010,1247
Wallis,2011,1259
Wallis,2012,1258
Wallis,2013,1258
Wallis,2014,1265
Wallis,2015,1285
Wallis,2016,1288
Wallis,2017,1292
Wallis,2018,1309
Wallis,2019,1303
Walnut Springs,2010,829
Walnut Springs,2011,828
Walnut Springs,2012,823
Walnut Springs,2013,810
Walnut Springs,2014,802
Walnut Springs,2015,807
Walnut Springs,2016,819
Walnut Springs,2017,833
Walnut Springs,2018,860
Walnut Springs,2019,868
Warren City,2010,307
Warren City,2011,307
Warren City,2012,306
Warren City,2013,304
Warren City,2014,302
Warren City,2015,304
Warren City,2016,302
Warren City,2017,300
Warren City,2018,301
Warren City,2019,305
Waskom,2010,2162
Waskom,2011,2177
Waskom,2012,2179
Waskom,2013,2169
Waskom,2014,2180
Waskom,2015,2188
Waskom,2016,2186
Waskom,2017,2181
Waskom,2018,2189
Waskom,2019,2190
Watauga,2010,23545
Watauga,2011,23772
Watauga,2012,24014
Watauga,2013,24161
Watauga,2014,24317
Watauga,2015,24517
Watauga,2016,24688
Watauga,2017,24670
Watauga,2018,24517
Watauga,2019,24481
Waxahachie,2010,29722
Waxahachie,2011,30188
Waxahachie,2012,30903
Waxahachie,2013,31447
Waxahachie,2014,32137
Waxahachie,2015,32979
Waxahachie,2016,34049
Waxahachie,2017,35250
Waxahachie,2018,36624
Waxahachie,2019,37988
Weatherford,2010,25938
Weatherford,2011,26216
Weatherford,2012,26758
Weatherford,2013,27234
Weatherford,2014,27904
Weatherford,2015,28753
Weatherford,2016,29597
Weatherford,2017,30703
Weatherford,2018,31822
Weatherford,2019,33547
Webberville village,2010,371
Webberville village,2011,385
Webberville village,2012,400
Webberville village,2013,409
Webberville village,2014,415
Webberville village,2015,427
Webberville village,2016,441
Webberville village,2017,453
Webberville village,2018,467
Webberville village,2019,485
Webster,2010,10643
Webster,2011,10789
Webster,2012,10914
Webster,2013,11060
Webster,2014,11144
Webster,2015,11180
Webster,2016,11134
Webster,2017,11147
Webster,2018,11156
Webster,2019,11451
Weimar,2010,2150
Weimar,2011,2138
Weimar,2012,2138
Weimar,2013,2129
Weimar,2014,2136
Weimar,2015,2163
Weimar,2016,2165
Weimar,2017,2196
Weimar,2018,2194
Weimar,2019,2226
Weinert,2010,171
Weinert,2011,174
Weinert,2012,172
Weinert,2013,173
Weinert,2014,170
Weinert,2015,170
Weinert,2016,167
Weinert,2017,164
Weinert,2018,163
Weinert,2019,162
Weir,2010,456
Weir,2011,472
Weir,2012,481
Weir,2013,487
Weir,2014,494
Weir,2015,507
Weir,2016,514
Weir,2017,517
Weir,2018,525
Weir,2019,530
Wellington,2010,2183
Wellington,2011,2203
Wellington,2012,2157
Wellington,2013,2209
Wellington,2014,2148
Wellington,2015,2142
Wellington,2016,2138
Wellington,2017,2106
Wellington,2018,2087
Wellington,2019,2068
Wellman,2010,204
Wellman,2011,202
Wellman,2012,204
Wellman,2013,204
Wellman,2014,206
Wellman,2015,205
Wellman,2016,206
Wellman,2017,206
Wellman,2018,203
Wellman,2019,203
Wells,2010,791
Wells,2011,795
Wells,2012,793
Wells,2013,788
Wells,2014,785
Wells,2015,809
Wells,2016,801
Wells,2017,799
Wells,2018,790
Wells,2019,792
Weslaco,2010,36959
Weslaco,2011,37855
Weslaco,2012,38259
Weslaco,2013,38545
Weslaco,2014,38919
Weslaco,2015,39328
Weslaco,2016,39971
Weslaco,2017,40191
Weslaco,2018,41203
Weslaco,2019,41629
West,2010,2812
West,2011,2823
West,2012,2810
West,2013,2568
West,2014,2663
West,2015,2747
West,2016,2834
West,2017,2866
West,2018,2875
West,2019,2986
Westbrook,2010,253
Westbrook,2011,253
Westbrook,2012,252
Westbrook,2013,254
Westbrook,2014,255
Westbrook,2015,254
Westbrook,2016,249
Westbrook,2017,250
Westbrook,2018,246
Westbrook,2019,244
West Columbia,2010,3894
West Columbia,2011,3885
West Columbia,2012,3885
West Columbia,2013,3876
West Columbia,2014,3897
West Columbia,2015,3887
West Columbia,2016,3883
West Columbia,2017,3890
West Columbia,2018,3872
West Columbia,2019,3830
Westlake,2010,993
Westlake,2011,1022
Westlake,2012,1069
Westlake,2013,1105
Westlake,2014,1201
Westlake,2015,1269
Westlake,2016,1383
Westlake,2017,1476
Westlake,2018,1549
Westlake,2019,1709
West Lake Hills,2010,3082
West Lake Hills,2011,3176
West Lake Hills,2012,3240
West Lake Hills,2013,3243
