date,xr_eur_usd,xr_jpy_usd,xr_krw_usd
10/07/2012,0.815993472,79.44,1140.63
11/07/2012,0.81672656,79.7,1140.5
12/07/2012,0.819739323,79.29,1154.04
13/07/2012,0.817527796,79.2,1147.53
16/07/2012,0.815195239,78.8,1146.18
17/07/2012,0.817394147,79.04,1144.83
18/07/2012,0.81559416,78.79,1141.34
19/07/2012,0.815860325,78.6,1138.3
20/07/2012,0.821287779,78.49,1142
23/07/2012,0.824674254,78.38,1151.03
24/07/2012,0.829049909,78.19,1148.78
25/07/2012,0.824266403,78.21,1148.89
26/07/2012,0.814332248,78.24,1146.17
27/07/2012,0.808407437,78.55,1138.01
30/07/2012,0.816326531,78.2,1137.22
31/07/2012,0.812017864,78.1,1130.27
01/08/2012,0.813074234,78.19,1126.56
02/08/2012,0.823113013,78.22,1131.58
03/08/2012,0.807102502,78.6,1134.25
06/08/2012,0.805023346,78.17,1127.93
07/08/2012,0.805023346,78.71,1128.7
08/08/2012,0.808799741,78.44,1129.77
09/08/2012,0.814464897,78.64,1126
10/08/2012,0.813140348,78.24,1130.75
13/08/2012,0.810438447,78.34,1128.73
14/08/2012,0.81109579,78.82,1130.24
15/08/2012,0.813802083,78.89,1130.08
16/08/2012,0.809323406,79.25,1133.19
17/08/2012,0.812017864,79.5,1134.72
20/08/2012,0.810175808,79.41,1134.93
21/08/2012,0.801796023,79.43,1130.37
22/08/2012,0.801796023,79.19,1135.56
23/08/2012,0.794723039,78.46,1131.35
24/08/2012,0.797893561,78.65,1134.15
27/08/2012,0.799105002,78.67,1134.49
28/08/2012,0.795924865,78.5,1134.45
29/08/2012,0.797575371,78.72,1134.97
30/08/2012,0.800192046,78.55,1134.18
31/08/2012,0.795038957,78.3,1133.2
03/09/2012,0.795038957,78.3,1133.2
04/09/2012,0.795798186,78.35,1133.23
05/09/2012,0.793461874,78.34,1135.96
06/09/2012,0.792016474,78.96,1133.45
07/09/2012,0.781494217,78.14,1129.85
10/09/2012,0.781555295,78.24,1128.55
11/09/2012,0.777725929,77.78,1127.94
12/09/2012,0.775554521,77.86,1126.6
13/09/2012,0.774473358,77.41,1128.49
14/09/2012,0.76091919,78.22,1116.65
17/09/2012,0.761904762,78.68,1116.39
18/09/2012,0.76622481,78.59,1117.95
19/09/2012,0.76540375,78.4,1115.74
20/09/2012,0.772320049,78.3,1121.25
21/09/2012,0.769822941,78.17,1118.7
24/09/2012,0.774653343,77.9,1120.34
25/09/2012,0.772499034,77.91,1119.3
26/09/2012,0.778089013,77.78,1119.2
27/09/2012,0.77675936,77.62,1116.03
28/09/2012,0.77784692,77.92,1111.21
01/10/2012,0.775193798,78,1112.29
02/10/2012,0.772141147,78.01,1112.5
03/10/2012,0.774653343,78.57,1112.88
04/10/2012,0.769171602,78.44,1111.6
05/10/2012,0.765755418,78.66,1107
08/10/2012,0.765755418,78.66,1107
09/10/2012,0.776638708,78.23,1111.22
10/10/2012,0.77591558,78.26,1114.61
11/10/2012,0.773514851,78.44,1112.07
12/10/2012,0.772439364,78.31,1110.5
15/10/2012,0.772200772,78.76,1110.24
16/10/2012,0.767106474,78.92,1106.1
17/10/2012,0.761440646,78.74,1104.74
18/10/2012,0.763009309,79.24,1104.66
19/10/2012,0.767931193,79.26,1105.51
22/10/2012,0.765520937,79.84,1103.98
23/10/2012,0.770950582,79.79,1103.1
24/10/2012,0.772439364,79.82,1103.12
25/10/2012,0.771724031,80.04,1098
26/10/2012,0.772916989,79.63,1097.03
29/10/2012,0.774833411,79.81,1095.76
30/10/2012,0.770475383,79.58,1091.33
31/10/2012,0.771724031,79.94,1090.17
01/11/2012,0.772976733,80.14,1090.27
02/11/2012,0.778331258,80.53,1090.7
05/11/2012,0.781860829,80.17,1091
06/11/2012,0.78015291,80.28,1090.19
07/11/2012,0.783760483,79.85,1086.5
08/11/2012,0.784929356,79.74,1089.23
09/11/2012,0.78647267,79.46,1087.76
12/11/2012,0.78647267,79.46,1087.76
13/11/2012,0.786410821,79.42,1089.44
14/11/2012,0.784929356,80.2,1086
15/11/2012,0.782288978,81.16,1088.5
16/11/2012,0.78647267,81.28,1091.77
19/11/2012,0.780883961,81.18,1085.97
20/11/2012,0.780396441,81.72,1082.58
21/11/2012,0.780274657,82.36,1082
22/11/2012,0.780274657,82.36,1082
23/11/2012,0.77166448,82.34,1085
26/11/2012,0.771247879,82.11,1085.62
27/11/2012,0.772797527,82.23,1086.25
28/11/2012,0.77381413,81.84,1085.35
29/11/2012,0.772021925,82.06,1083.17
30/11/2012,0.768639508,82.54,1081.75
03/12/2012,0.765345171,82.24,1082.65
04/12/2012,0.764467548,81.86,1083.69
05/12/2012,0.764701384,82.4,1081.99
06/12/2012,0.771128933,82.29,1083.3
07/12/2012,0.772678102,82.37,1081.56
10/12/2012,0.773395205,82.37,1077.43
11/12/2012,0.769704433,82.42,1074.85
12/12/2012,0.766988802,83.1,1073.35
13/12/2012,0.764701384,83.54,1073.9
14/12/2012,0.761382671,83.52,1074.74
17/12/2012,0.759359101,83.7,1072.3
18/12/2012,0.756200847,84,1072.75
19/12/2012,0.754147813,84.32,1071.4
20/12/2012,0.756200847,84.33,1074.3
21/12/2012,0.759532128,84.1,1075.4
24/12/2012,0.758782912,84.81,1073.24
25/12/2012,0.758782912,84.81,1073.24
26/12/2012,0.75597218,85.62,1072.29
27/12/2012,0.75597218,86.06,1071.67
28/12/2012,0.756429652,86.12,1070.4
31/12/2012,0.7583801,86.64,1063.24
01/01/2013,0.7583801,86.64,1063.24
02/01/2013,0.757862827,87.1,1063.3
03/01/2013,0.762776506,86.92,1062.95
04/01/2013,0.766459723,88.14,1062
07/01/2013,0.763417055,87.68,1062.5
08/01/2013,0.765228038,87.31,1063.5
09/01/2013,0.764642912,87.9,1060.1
10/01/2013,0.756429652,88.16,1058.12
11/01/2013,0.748895379,89.22,1056.09
14/01/2013,0.747999102,89.34,1056
15/01/2013,0.749512817,88.65,1057.62
16/01/2013,0.751597144,88.64,1058.35
17/01/2013,0.748727164,89.41,1057.82
18/01/2013,0.751710141,89.9,1058.4
21/01/2013,0.751710141,89.9,1058.4
22/01/2013,0.751653638,88.62,1062.95
23/01/2013,0.751427713,88.44,1067.02
24/01/2013,0.747495889,90.04,1067.95
25/01/2013,0.743162901,91.04,1075.33
28/01/2013,0.742997251,90.73,1091.22
29/01/2013,0.741619697,90.65,1082.4
30/01/2013,0.73724565,91.05,1085.85
31/01/2013,0.736160188,91.28,1087.46
01/02/2013,0.730353491,92.54,1094.79
04/02/2013,0.739262216,92.57,1089.35
05/02/2013,0.736973985,93.34,1086.17
06/02/2013,0.739207569,93.56,1089
07/02/2013,0.747272456,93.24,1090.15
08/02/2013,0.748166991,92.72,1095.65
11/02/2013,0.745489787,93.44,1095.5
12/02/2013,0.743494424,93.14,1093.13
13/02/2013,0.743604997,93.39,1085.72
14/02/2013,0.749962502,93.1,1085.14
15/02/2013,0.748390959,93.64,1078.22
18/02/2013,0.748390959,93.64,1078.22
19/02/2013,0.746993352,93.54,1079.65
20/02/2013,0.74906367,93.53,1079.85
21/02/2013,0.757346259,92.96,1086.8
22/02/2013,0.759532128,93.35,1085.03
25/02/2013,0.759186152,93.35,1086
26/02/2013,0.766048721,91.38,1089.82
27/02/2013,0.763125763,91.88,1084.99
28/02/2013,0.764584448,92.36,1083.9
01/03/2013,0.769941484,93.38,1083.9
04/03/2013,0.769467528,93.32,1090.8
05/03/2013,0.76810815,93.39,1086.58
06/03/2013,0.769822941,93.64,1084.36
07/03/2013,0.76347534,95,1087.49
08/03/2013,0.769704433,96,1089.15
11/03/2013,0.768403258,96.12,1093.9
12/03/2013,0.767872226,95.96,1095.28
13/03/2013,0.772260406,96,1098.42
14/03/2013,0.770772314,96.16,1107.49
15/03/2013,0.764759865,95.26,1110.62
18/03/2013,0.771843161,94.92,1114.19
19/03/2013,0.77591558,94.85,1112.93
20/03/2013,0.772200772,95.51,1115.62
21/03/2013,0.773514851,95.06,1115.41
22/03/2013,0.769467528,94.48,1119.2
25/03/2013,0.776337241,94.34,1110.88
26/03/2013,0.777725929,94.22,1107.36
27/03/2013,0.78235018,94.38,1111.09
28/03/2013,0.778694907,94.02,1113.14
29/03/2013,0.780274657,94.16,1112.48
01/04/2013,0.77778642,93.3,1114.38
02/04/2013,0.779058897,93.43,1117.87
03/04/2013,0.778391842,92.96,1116.68
04/04/2013,0.777967948,96.12,1123.57
05/04/2013,0.767636447,96.86,1136.82
08/04/2013,0.768757688,98.9,1140.34
09/04/2013,0.763825237,99.02,1139.19
10/04/2013,0.765696784,99.61,1135.35
11/04/2013,0.761962816,99.42,1128.85
12/04/2013,0.763708569,98.98,1129.24
15/04/2013,0.764409112,98,1119
16/04/2013,0.760977095,97.86,1114
17/04/2013,0.766342248,97.74,1121
18/04/2013,0.76499388,98.22,1119.48
19/04/2013,0.765345171,99.28,1119.03
22/04/2013,0.766283525,99.29,1119.51
23/04/2013,0.768521365,99.43,1119.53
24/04/2013,0.769408325,99.39,1117.94
25/04/2013,0.768994156,99.42,1111.35
26/04/2013,0.767813268,97.84,1111.1
29/04/2013,0.76394194,98.09,1104
30/04/2013,0.759416768,97.52,1101.52
01/05/2013,0.758035173,97.28,1100.35
02/05/2013,0.765345171,97.96,1101.4
03/05/2013,0.762660159,99.1,1096.67
06/05/2013,0.7652866,99.35,1094.34
07/05/2013,0.764233856,99,1090
08/05/2013,0.75889808,98.9,1086
09/05/2013,0.763067531,99.29,1091.12
10/05/2013,0.77190274,101.74,1106
13/05/2013,0.770356675,101.84,1113.12
14/05/2013,0.771069473,102.18,1109.62
15/05/2013,0.77778642,102.44,1114.62
16/05/2013,0.775314002,102.22,1117.54
17/05/2013,0.78015291,102.98,1117.3
20/05/2013,0.777302759,102.54,1118.19
21/05/2013,0.774593338,102.36,1110.62
22/05/2013,0.777363184,103.52,1113.85
23/05/2013,0.772558714,101.66,1128.35
24/05/2013,0.773993808,100.98,1126.4
27/05/2013,0.773993808,100.98,1126.4
28/05/2013,0.777000777,102.07,1128.07
29/05/2013,0.772558714,100.91,1132.08
30/05/2013,0.766753565,101.06,1127.9
31/05/2013,0.769941484,100.83,1129.34
03/06/2013,0.76347534,99.18,1127.18
04/06/2013,0.764818356,100.15,1122.31
05/06/2013,0.76405868,99.16,1118.55
06/06/2013,0.754830918,97.76,1118.9
07/06/2013,0.755172935,97.2,1117.17
10/06/2013,0.755629439,98.88,1127.38
11/06/2013,0.753125471,96.82,1133
12/06/2013,0.748839299,95.36,1127.76
13/06/2013,0.751089079,94.29,1129.07
14/06/2013,0.750187547,94.34,1127.2
17/06/2013,0.749568998,94.87,1127
18/06/2013,0.745879018,95.2,1134.24
19/06/2013,0.746045956,95.22,1130.25
20/06/2013,0.756773119,98.18,1145.9
21/06/2013,0.762601998,97.48,1156
24/06/2013,0.763883584,97.7,1161.34
25/06/2013,0.764525994,97.87,1152.78
26/06/2013,0.768875903,97.43,1155
27/06/2013,0.768285187,98.4,1147.69
28/06/2013,0.768639508,99.21,1141.45
01/07/2013,0.765696784,99.62,1135.27
02/07/2013,0.768226166,100.43,1133.8
03/07/2013,0.768935025,99.82,1140.95
04/07/2013,0.768935025,99.82,1140.95
05/07/2013,0.779362481,100.94,1141.65
08/07/2013,0.777423618,101.07,1147.94
09/07/2013,0.782840144,101.08,1141.25
10/07/2013,0.778452437,100.1,1134.66
11/07/2013,0.766518473,98.8,1124.21
12/07/2013,0.766400981,99.39,1123.85
15/07/2013,0.766929979,100.04,1121.06
16/07/2013,0.760803408,99.37,1114.65
17/07/2013,0.763708569,99.7,1116.86
18/07/2013,0.764642912,100.6,1124.08
19/07/2013,0.76091919,100.3,1120.43
22/07/2013,0.757977715,99.6,1118.46
23/07/2013,0.756887678,99.76,1116.66
24/07/2013,0.75597218,100.21,1115.52
25/07/2013,0.755629439,99.56,1116.15
26/07/2013,0.753636295,98.24,1112.55
29/07/2013,0.754034082,97.8,1112.21
30/07/2013,0.753806724,98.02,1115.79
31/07/2013,0.75289866,98.35,1122.66
01/08/2013,0.756601347,99.3,1122.99
02/08/2013,0.753693096,99.04,1123.85
05/08/2013,0.754318473,98.54,1113.5
06/08/2013,0.752105897,97.85,1113.81
07/08/2013,0.750243829,96.72,1117.05
08/08/2013,0.746714456,96.03,1112.25
09/08/2013,0.749737592,96.24,1111.16
12/08/2013,0.751201923,96.44,1113.97
13/08/2013,0.754887899,98.06,1118.22
14/08/2013,0.754375377,98.15,1117.9
15/08/2013,0.75397723,97.81,1118
16/08/2013,0.750694392,97.6,1113.04
19/08/2013,0.749175907,97.94,1117.88
20/08/2013,0.744823477,97.12,1120.6
21/08/2013,0.748055057,97.66,1116.86
22/08/2013,0.748390959,98.53,1120.92
23/08/2013,0.746714456,98.57,1113.48
26/08/2013,0.747999102,98.64,1112.6
27/08/2013,0.746993352,97.3,1116.78
28/08/2013,0.750412727,97.65,1114.25
29/08/2013,0.75597218,98.46,1112.19
30/08/2013,0.757805396,98.22,1109.42
02/09/2013,0.757805396,98.22,1109.42
03/09/2013,0.759647524,99.43,1097.75
04/09/2013,0.756887678,99.61,1093.77
05/09/2013,0.762195122,100.08,1096.8
06/09/2013,0.759532128,99.04,1091.9
09/09/2013,0.754147813,99.55,1086.8
10/09/2013,0.754147813,100.22,1085.43
11/09/2013,0.751823171,100.08,1085.76
12/09/2013,0.75103267,99.24,1082.77
13/09/2013,0.753238927,99.38,1085.88
16/09/2013,0.74906367,98.98,1081.34
17/09/2013,0.748671109,99.16,1082.15
18/09/2013,0.749007565,99.04,1081.4
19/09/2013,0.739262216,99.33,1070.88
20/09/2013,0.739535572,99.38,1076.02
23/09/2013,0.73964497,98.76,1073.9
24/09/2013,0.741289844,98.76,1074.35
25/09/2013,0.738770686,98.62,1076.42
26/09/2013,0.741619697,98.95,1075.2
27/09/2013,0.738716111,98.3,1074.38
30/09/2013,0.738825268,98.29,1073.33
01/10/2013,0.738879858,98.05,1072.9
02/10/2013,0.735726898,97.36,1074.02
03/10/2013,0.733030347,97.08,1074.02
04/10/2013,0.736268591,97.2,1070
07/10/2013,0.736973985,97.02,1071.29
08/10/2013,0.736268591,96.94,1074.15
09/10/2013,0.740028121,97.23,1075.48
10/10/2013,0.738825268,98.09,1071.19
11/10/2013,0.737517516,98.42,1071.55
14/10/2013,0.737517516,98.42,1071.55
15/10/2013,0.741070105,98.58,1064.33
16/10/2013,0.741289844,98.9,1066
17/10/2013,0.731850117,97.85,1062.38
18/10/2013,0.730300153,97.77,1060.02
21/10/2013,0.731421884,98.14,1060.93
22/10/2013,0.725794745,98.18,1057.5
23/10/2013,0.725373567,97.28,1057.45
24/10/2013,0.724112962,97.36,1061.5
25/10/2013,0.724952878,97.46,1062.3
28/10/2013,0.725373567,97.7,1060.7
29/10/2013,0.726216412,98.09,1061.92
30/10/2013,0.726163677,98.14,1058.4
31/10/2013,0.735618655,98.1,1060.83
01/11/2013,0.741399763,98.78,1060.91
04/11/2013,0.739863865,98.62,1062.38
05/11/2013,0.742390497,98.6,1061.03
06/11/2013,0.7390983,98.6,1059.77
07/11/2013,0.74682599,98.56,1062.78
08/11/2013,0.748671109,99.03,1062.12
11/11/2013,0.748671109,99.03,1062.12
12/11/2013,0.744712541,99.65,1072.65
13/11/2013,0.743162901,99.31,1070.56
14/11/2013,0.742500743,99.93,1068.21
15/11/2013,0.741839763,100.17,1062.35
18/11/2013,0.73964497,100.04,1054.84
19/11/2013,0.739152931,100.14,1054.86
20/11/2013,0.74343915,100.02,1056.28
21/11/2013,0.742390497,100.95,1061.9
22/11/2013,0.738170813,101.29,1060.99
25/11/2013,0.740631018,101.7,1059.35
26/11/2013,0.737735153,101.38,1060.07
27/11/2013,0.737300007,102.18,1060.9
28/11/2013,0.737300007,102.18,1060.9
29/11/2013,0.734969866,102.45,1057.76
02/12/2013,0.737898465,103.04,1058
03/12/2013,0.735077918,102.36,1059.97
04/12/2013,0.737735153,102.48,1061.02
05/12/2013,0.731850117,101.82,1058.27
06/12/2013,0.73046019,102.88,1056
09/12/2013,0.728544368,103.22,1050.05
10/12/2013,0.726480203,102.8,1052
11/12/2013,0.724742716,102.38,1051.5
12/12/2013,0.727166958,103.11,1050.75
13/12/2013,0.728650539,103.28,1052.9
16/12/2013,0.726902668,102.91,1052.6
17/12/2013,0.727378528,102.63,1050.65
18/12/2013,0.72642743,103.18,1051.75
19/12/2013,0.731743012,104.16,1059.28
20/12/2013,0.73136839,104.07,1061.35
23/12/2013,0.729873732,104.06,1060.4
24/12/2013,0.731207956,104.26,1059.25
25/12/2013,0.731207956,104.26,1059.25
26/12/2013,0.73046019,104.72,1059.1
27/12/2013,0.72642743,105.05,1053.72
30/12/2013,0.723798494,105,1054.52
31/12/2013,0.725742071,105.25,1055.25
01/01/2014,0.725742071,105.25,1055.25
02/01/2014,0.731528895,104.84,1050.3
03/01/2014,0.734969866,104.46,1055
06/01/2014,0.733352889,104.38,1065.01
07/01/2014,0.734322221,104.54,1068.5
08/01/2014,0.736051818,104.87,1065.45
09/01/2014,0.735781032,104.74,1062.89
10/01/2014,0.731850117,104.06,1061.32
13/01/2014,0.732761779,103.31,1056.7
14/01/2014,0.730887297,103.8,1059.43
15/01/2014,0.735077918,104.42,1062.6
16/01/2014,0.735294118,104.32,1063
17/01/2014,0.737789582,104.32,1060.8
20/01/2014,0.737789582,104.32,1060.8
21/01/2014,0.737463127,104.14,1065.05
22/01/2014,0.738225306,104.36,1067.3
23/01/2014,0.730994152,103.65,1073.1
24/01/2014,0.730994152,102.41,1080.1
27/01/2014,0.731047591,102.26,1083.7
28/01/2014,0.731957254,102.8,1079.14
29/01/2014,0.731903681,102.2,1069.8
30/01/2014,0.73806185,102.83,1080.11
31/01/2014,0.740740741,102.28,1080.36
03/02/2014,0.739480884,101.11,1084.25
04/02/2014,0.740356852,101.62,1083.7
05/02/2014,0.739699682,101.38,1077.6
06/02/2014,0.735077918,101.84,1078.8
07/02/2014,0.734537976,102.32,1073.83
10/02/2014,0.732922897,102.14,1072.3
11/02/2014,0.732386114,102.63,1070.8
12/02/2014,0.735726898,102.48,1062.14
13/02/2014,0.731582413,102.2,1066.2
14/02/2014,0.73046019,101.82,1062.9
17/02/2014,0.73046019,101.82,1062.9
18/02/2014,0.726849833,102.31,1065.54
19/02/2014,0.72663857,102.3,1065.25
20/02/2014,0.73046019,102.32,1072
21/02/2014,0.728756741,102.71,1072.15
24/02/2014,0.727590221,102.44,1074
25/02/2014,0.727325624,102.2,1072.78
26/02/2014,0.731635938,102.36,1065.72
27/02/2014,0.728650539,102.12,1068.85
28/02/2014,0.724322758,102.08,1066.01
03/03/2014,0.726585773,101.36,1069.9
04/03/2014,0.728279077,102.18,1071.2
05/03/2014,0.728119994,102.32,1070.85
06/03/2014,0.722125939,103.03,1064.1
07/03/2014,0.721084511,103.38,1064.2
10/03/2014,0.720461095,103.23,1066.5
11/03/2014,0.721136511,103.18,1065.13
12/03/2014,0.719217491,102.74,1070.2
13/03/2014,0.718029726,102.12,1068.35
14/03/2014,0.71818443,101.46,1071.33
17/03/2014,0.718029726,101.62,1067.15
18/03/2014,0.718752246,101.37,1068.5
19/03/2014,0.718907261,101.54,1070.53
20/03/2014,0.725478816,102.39,1076.28
21/03/2014,0.725531452,102.38,1079.6
24/03/2014,0.725478816,102.21,1077.7
25/03/2014,0.725847427,102.32,1078.67
26/03/2014,0.725373567,102.3,1074.97
27/03/2014,0.727166958,102.1,1071.65
28/03/2014,0.727114084,102.92,1068.85
31/03/2014,0.725847427,102.98,1064.65
01/04/2014,0.724427702,103.52,1058.3
02/04/2014,0.726691374,103.82,1057.2
03/04/2014,0.729501021,103.94,1057.5
04/04/2014,0.729713952,103.39,1053.85
07/04/2014,0.727537286,103.04,1055.17
08/04/2014,0.724532676,102.12,1052.1
09/04/2014,0.723798494,101.85,1041.25
10/04/2014,0.719838756,101.43,1039.9
11/04/2014,0.71952799,101.56,1035.4
14/04/2014,0.72337963,101.81,1039.29
15/04/2014,0.724322758,101.6,1041.07
16/04/2014,0.723589001,102.3,1038.2
17/04/2014,0.722961249,102.22,1038
18/04/2014,0.723798494,102.43,1037.35
21/04/2014,0.725163162,102.56,1038.56
22/04/2014,0.724427702,102.6,1037.45
23/04/2014,0.723903287,102.26,1039.35
24/04/2014,0.723170379,102.34,1039.5
25/04/2014,0.722647781,102.12,1040.95
28/04/2014,0.722334585,102.46,1034.9
29/04/2014,0.724217845,102.57,1029.83
30/04/2014,0.720980534,102.14,1032.85
01/05/2014,0.721136511,102.3,1032.75
02/05/2014,0.721292556,102.34,1029.55
05/05/2014,0.720253529,102.06,1029.5
06/05/2014,0.71818443,101.57,1029.5
07/05/2014,0.718545664,101.72,1022.46
08/05/2014,0.721292556,101.66,1022.6
09/05/2014,0.726585773,101.74,1024.23
12/05/2014,0.726744186,102.1,1024.29
13/05/2014,0.729341405,102.2,1021.85
14/05/2014,0.728969237,101.75,1027.5
15/05/2014,0.729288215,101.44,1025.1
16/05/2014,0.729501021,101.5,1023.42
19/05/2014,0.729075532,101.26,1021.87
20/05/2014,0.729820464,101.26,1025
21/05/2014,0.732225232,101.44,1026.7
22/05/2014,0.732493408,101.76,1024.3
23/05/2014,0.733783387,101.88,1024.45
26/05/2014,0.733783387,101.88,1024.45
27/05/2014,0.734322221,102.14,1022.95
28/05/2014,0.735510444,101.78,1021.7
29/05/2014,0.734861846,101.58,1020.5
30/05/2014,0.73313783,101.77,1020.3
02/06/2014,0.734969866,102.3,1024
03/06/2014,0.733998826,102.42,1023
04/06/2014,0.734268302,102.69,1023
05/06/2014,0.734322221,102.44,1019.7
06/06/2014,0.733191583,102.5,1019.7
09/06/2014,0.735889322,102.52,1016.35
10/06/2014,0.738388836,102.37,1016.95
11/06/2014,0.738989063,101.94,1015.6
12/06/2014,0.737680732,101.83,1017.6
13/06/2014,0.739535572,102.06,1017.8
16/06/2014,0.736485491,101.82,1020
17/06/2014,0.738388836,102.18,1022.3
18/06/2014,0.737082627,102.16,1021.85
19/06/2014,0.734214391,101.84,1018.37
20/06/2014,0.736051818,102.14,1020.81
23/06/2014,0.735672773,101.9,1018.1
24/06/2014,0.73594348,102.13,1018.05
25/06/2014,0.733245344,101.75,1019.55
26/06/2014,0.734753857,101.66,1016
27/06/2014,0.733621891,101.39,1013.3
30/06/2014,0.73046019,101.28,1011.6
01/07/2014,0.730940721,101.51,1010.7
02/07/2014,0.732278852,101.76,1009.1
03/07/2014,0.734753857,102.19,1008.85
04/07/2014,0.734753857,102.19,1008.85
07/07/2014,0.735077918,101.84,1011.1
08/07/2014,0.734537976,101.53,1011.5
09/07/2014,0.733675715,101.7,1012.1
10/07/2014,0.735294118,101.26,1013.1
11/07/2014,0.735402265,101.33,1018.6
14/07/2014,0.734214391,101.58,1018.95
15/07/2014,0.736756797,101.62,1026.75
16/07/2014,0.7390983,101.69,1031.9
17/07/2014,0.7390983,101.3,1028.95
18/07/2014,0.739918609,101.37,1029.1
21/07/2014,0.739426205,101.34,1026.65
22/07/2014,0.742390497,101.54,1024.2
23/07/2014,0.742831674,101.5,1023.5
24/07/2014,0.742500743,101.82,1029.05
25/07/2014,0.744546199,101.81,1025.6
28/07/2014,0.744047619,101.82,1026.1
29/07/2014,0.745712155,102.12,1024.65
30/07/2014,0.747495889,102.9,1024.55
31/07/2014,0.74682599,102.75,1027.75
01/08/2014,0.744269128,102.45,1036.85
04/08/2014,0.745489787,102.47,1032.95
05/08/2014,0.748166991,102.77,1027.9
06/08/2014,0.748783227,102.34,1033.75
07/08/2014,0.748390959,102.06,1036.75
08/08/2014,0.745600954,101.91,1036.4
11/08/2014,0.747104968,102.14,1029.8
12/08/2014,0.748671109,102.22,1026.9
13/08/2014,0.74811102,102.48,1029.35
14/08/2014,0.747607656,102.44,1026.9
15/08/2014,0.746714456,102.19,1020.95
18/08/2014,0.748615062,102.54,1017.35
19/08/2014,0.750750751,102.86,1017.35
20/08/2014,0.752785306,103.36,1022.6
21/08/2014,0.752785306,103.78,1023.4
22/08/2014,0.755458185,103.97,1017.8
25/08/2014,0.757231561,103.96,1019.65
26/08/2014,0.758207597,104.12,1016.25
27/08/2014,0.758035173,103.98,1013.95
28/08/2014,0.758840492,103.78,1014.85
29/08/2014,0.760456274,104,1013.85
01/09/2014,0.760456274,104,1013.85
02/09/2014,0.761962816,105.1,1018.2
03/09/2014,0.761266748,104.88,1019.55
04/09/2014,0.773634535,105.22,1018.7
05/09/2014,0.771843161,104.94,1024.25
08/09/2014,0.772320049,105.65,1024
09/09/2014,0.774653343,106.32,1034.05
10/09/2014,0.774713356,106.76,1034.2
11/09/2014,0.773036487,106.87,1035.9
12/09/2014,0.77190274,107.24,1034.9
15/09/2014,0.772141147,107.18,1037.8
16/09/2014,0.770653514,106.91,1035.95
17/09/2014,0.771724031,107.58,1034.55
18/09/2014,0.774413382,108.69,1043.3
19/09/2014,0.779119595,108.96,1043.55
22/09/2014,0.779483982,108.88,1040.75
23/09/2014,0.777725929,108.82,1039.9
24/09/2014,0.781983109,108.92,1039.77
25/09/2014,0.784436774,108.7,1042.6
26/09/2014,0.788270534,109.32,1044.1
29/09/2014,0.787215618,109.34,1053.15
30/09/2014,0.791891036,109.66,1054.55
01/10/2014,0.792518624,109.3,1062.7
02/10/2014,0.789265983,108.1,1061.1
03/10/2014,0.798913478,109.7,1061.1
06/10/2014,0.794155019,109.08,1068.75
07/10/2014,0.792016474,108.3,1069.4
08/10/2014,0.78845699,108.41,1074.4
09/10/2014,0.78845699,108,1062.6
10/10/2014,0.79138968,107.83,1073.1
13/10/2014,0.79138968,107.83,1073.1
14/10/2014,0.789889415,107.15,1064.62
15/10/2014,0.782595085,106.06,1058.9
16/10/2014,0.780518264,105.98,1060.16
17/10/2014,0.784006272,106.72,1063.62
20/10/2014,0.782288978,106.87,1057.58
21/10/2014,0.785916378,106.7,1054.69
22/10/2014,0.79001422,107.32,1052.47
23/10/2014,0.79001422,108.16,1057.87
24/10/2014,0.788954635,108.06,1055.58
27/10/2014,0.786658276,107.71,1050.99
28/10/2014,0.784498313,108,1047
29/10/2014,0.783576242,108.1,1043.89
30/10/2014,0.792267469,108.94,1053.8
31/10/2014,0.798084597,112.09,1073.07
03/11/2014,0.800832866,113.92,1077.63
04/11/2014,0.796558866,113.44,1076.99
05/11/2014,0.800768738,114.62,1089.38
06/11/2014,0.80554213,114.87,1084
07/11/2014,0.805023346,114.73,1086.5
10/11/2014,0.804828974,114.78,1089.28
11/11/2014,0.804828974,114.78,1089.28
12/11/2014,0.802825947,115.42,1093.62
13/11/2014,0.801538955,115.63,1093.61
14/11/2014,0.800384184,116.52,1102.23
17/11/2014,0.803406443,116.44,1098.12
18/11/2014,0.797829903,116.76,1096.64
19/11/2014,0.796939751,117.7,1112.04
20/11/2014,0.798339454,118.14,1111.96
21/11/2014,0.80684202,117.74,1111.05
24/11/2014,0.804699445,118.39,1114.66
25/11/2014,0.801796023,117.99,1108.68
26/11/2014,0.799808046,117.6,1103.26
27/11/2014,0.799808046,117.6,1103.26
28/11/2014,0.803987779,118.7,1112.06
01/12/2014,0.800640512,118.14,1108.36
02/12/2014,0.807102502,119.1,1115.35
03/12/2014,0.812743823,119.82,1114.57
04/12/2014,0.804375804,119.67,1110.89
05/12/2014,0.812743823,121.38,1117.74
08/12/2014,0.81353726,120.89,1112.52
09/12/2014,0.805477245,118.87,1102.31
10/12/2014,0.804828974,118.5,1103.75
11/12/2014,0.806646769,119.4,1101.83
12/12/2014,0.801025312,118.22,1103.01
15/12/2014,0.801924619,117.75,1098.24
16/12/2014,0.799744082,117.28,1080.83
17/12/2014,0.806061583,117.64,1094.59
18/12/2014,0.81360345,118.84,1101.75
19/12/2014,0.81732734,119.56,1099.21
22/12/2014,0.816193275,119.84,1097.77
